Commodity,Year,Week,Origin,DepartureTime,Destination,ArrivalTime,ContainerType,ContainerSize,Owner,Count,Truncated,FinalDestination,ContractType
TLEG_13_IS REY_US PWM,2025,2,IS REY,340,US PWM,420,42P3,40.0,Carrier,1,False,US PWM,
TLEG_14_IS REY_CA NWP,2025,2,IS REY,340,CA NWP,419,45U1,40.0,Carrier,1,False,CA NWP,
TLEG_15_IS REY_US PWM,2025,2,IS REY,340,US PWM,420,45R1,40.0,Carrier,1,False,US PWM,
TLEG_16_IS REY_IS VES,2025,2,IS REY,372,IS VES,427,45G1,40.0,Carrier,1,False,IS VES,
TLEG_17_IS REY_CA HAL,2025,2,IS REY,340,CA HAL,477,45R1,40.0,Carrier,1,False,CA HAL,
TLEG_18_IS REY_FO THO,2025,2,IS REY,340,FO THO,504,45G1,40.0,Leased,1,False,FO THO,
TLEG_19_IS REY_CA HAL,2025,2,IS REY,340,CA HAL,477,45R1,40.0,Leased,1,False,CA HAL,
TLEG_20_IS REY_US PWM,2025,2,IS REY,372,US PWM,420,45R1,40.0,Carrier,3,False,US PWM,
TLEG_21_IS REY_CA HAL,2025,2,IS REY,372,CA HAL,477,45R1,40.0,Carrier,3,False,CA HAL,
TLEG_22_IS REY_IS VES,2025,2,IS REY,372,IS VES,427,45R1,40.0,Carrier,1,False,IS VES,
TLEG_23_IS REY_CA HAL,2025,2,IS REY,324,CA HAL,477,22G1,20.0,Carrier,1,False,CA HAL,
TLEG_24_IS REY_US PWM,2025,2,IS REY,324,US PWM,420,45G1,40.0,Carrier,2,False,US PWM,
TLEG_25_IS REY_FO THO,2025,2,IS REY,324,FO THO,504,45R1,40.0,Carrier,1,False,FO THO,
TLEG_26_IS REY_US PWM,2025,2,IS REY,324,US PWM,420,45G1,40.0,Leased,1,False,US PWM,
TLEG_27_IS REY_IS GRT,2025,2,IS REY,372,IS GRT,402,45G1,40.0,Carrier,1,False,IS GRT,
TLEG_28_IS REY_IS VES,2025,2,IS REY,372,IS VES,427,22G1,20.0,Carrier,1,False,IS VES,
TLEG_29_IS REY_CA NWP,2025,2,IS REY,372,CA NWP,419,42P3,40.0,Carrier,1,False,CA NWP,
TLEG_30_IS REY_NL RTM,2025,2,IS REY,372,NL RTM,499,22K2,20.0,Shipper,1,False,NL RTM,
TLEG_31_IS REY_NL RTM,2025,2,IS REY,372,NL RTM,499,22K0,20.0,Shipper,1,False,NL RTM,
CARRY_0_GB IMM_DK AAR,2025,2,GB IMM,12,DK AAR,495,45G1,40.0,Leased,1,False,DK AAR,
CARRY_3_DE BRV_DK AAR,2025,2,DE BRV,14,DK AAR,495,22G1,20.0,Carrier,1,False,DK AAR,
CARRY_4_DE BRV_SE HEL,2025,2,DE BRV,14,SE HEL,412,45G1,40.0,Leased,1,False,SE HEL,
CARRY_8_DE BRV_DK AAR,2025,2,DE BRV,14,DK AAR,495,45G1,40.0,Carrier,1,False,DK AAR,
CARRY_10_DE BRV_DK AAR,2025,2,DE BRV,14,DK AAR,495,45R1,40.0,Leased,7,False,DK AAR,
CARRY_12_DE BRV_DK AAR,2025,2,DE BRV,14,DK AAR,495,45R1,40.0,Carrier,1,False,DK AAR,
CARRY_14_DE BRV_DK AAR,2025,2,DE BRV,14,DK AAR,495,45G1,40.0,Leased,1,False,DK AAR,
CARRY_15_IS REY_NL RTM,2025,2,IS REY,35,NL RTM,499,4EG1,40.0,Carrier,1,False,NL RTM,
CARRY_17_IS REY_US PWM,2025,2,IS REY,35,US PWM,420,45G1,40.0,Carrier,2,False,US PWM,
CARRY_18_IS REY_CA HAL,2025,2,IS REY,35,CA HAL,477,45R1,40.0,Carrier,1,False,CA HAL,
CARRY_27_IS REY_NL RTM,2025,2,IS REY,35,NL RTM,499,22R1,20.0,Leased,1,False,NL RTM,
k0_22G1_20_CARRIER,2025,1,IS GRT,234,IS REY,236,22G1,20.0,CARRIER,1,True,US PWM,PURCHASE_AGREEMENT
k1_22G1_20_CARRIER,2025,1,IS GRT,234,IS REY,236,22G1,20.0,CARRIER,1,True,US PWM,CABOTAGE
k2_45P3_40_CARRIER,2025,2,CA HAL,8,IS REY,185,45P3,40.0,CARRIER,1,False,IS REY,LONG
k3_22G1_20_LEASED,2025,2,CA NWP,59,FO THO,457,22G1,20.0,LEASED,1,False,FO THO,MASTER
k4_45G1_40_CARRIER,2025,2,DE BRV,33,IS REY,174,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k5_45G1_40_CARRIER,2025,2,DE BRV,33,IS REY,174,45G1,40.0,CARRIER,1,False,IS REY,CABOTAGE
k6_45G1_40_CARRIER,2025,2,DE BRV,33,US PWM,370,45G1,40.0,CARRIER,1,False,US PWM,LONG
k7_22G1_20_CARRIER,2025,2,DE BRV,33,IS REY,174,22G1,20.0,CARRIER,1,False,IS REY,LONG
k8_45R1_40_CARRIER,2025,2,DE BRV,33,US PWM,370,45R1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k9_45R1_40_CARRIER,2025,2,DE BRV,33,FO THO,277,45R1,40.0,CARRIER,1,False,FO THO,LONG
k10_42P3_40_CARRIER,2025,2,DK AAR,112,FO THO,159,42P3,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k11_4EG1_40_CARRIER,2025,2,DK AAR,112,FO THO,159,4EG1,40.0,CARRIER,1,False,FO THO,LONG
k12_45R1_40_CARRIER,2025,2,DK AAR,112,FO THO,159,45R1,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k13_45R1_40_LEASED,2025,2,DK AAR,112,FO THO,159,45R1,40.0,LEASED,1,False,FO THO,MASTER
k14_22G1_20_CARRIER,2025,2,DK AAR,112,IS REY,202,22G1,20.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k15_22G1_20_CARRIER,2025,2,DK AAR,96,IS REY,174,22G1,20.0,CARRIER,3,False,IS REY,CABOTAGE
k16_45G1_40_CARRIER,2025,2,DK AAR,96,IS REY,174,45G1,40.0,CARRIER,13,False,IS REY,LONG
k17_42P3_40_CARRIER,2025,2,DK AAR,96,IS REY,174,42P3,40.0,CARRIER,1,False,IS REY,LONG
k18_4EG1_40_CARRIER,2025,2,DK AAR,96,IS REY,174,4EG1,40.0,CARRIER,2,False,IS REY,LONG
k19_45P3_40_CARRIER,2025,2,DK AAR,96,IS REY,174,45P3,40.0,CARRIER,1,False,IS REY,LONG
k20_4EG1_40_CARRIER,2025,2,DK AAR,96,IS RFJ,432,4EG1,40.0,CARRIER,1,False,IS RFJ,LONG
k21_45R1_40_CARRIER,2025,2,DK AAR,96,US PWM,370,45R1,40.0,CARRIER,3,False,US PWM,PURCHASE_AGREEMENT
k22_45G1_40_LEASED,2025,2,DK AAR,112,IS REY,202,45G1,40.0,LEASED,1,False,IS REY,ONEWAY
k23_45R1_40_LEASED,2025,2,DK AAR,96,IS REY,174,45R1,40.0,LEASED,1,False,IS REY,ONEWAY
k24_42P3_40_LEASED,2025,2,FO THO,117,DE BRV,166,42P3,40.0,LEASED,1,False,DE BRV,MASTER
k25_45G1_40_CARRIER,2025,2,FO THO,117,DK AAR,245,45G1,40.0,CARRIER,1,False,DK AAR,LONG
k26_45U1_40_LEASED,2025,2,FO THO,117,DK AAR,245,45U1,40.0,LEASED,1,False,DK AAR,ONEWAY
k27_22G1_20_LEASED,2025,2,FO THO,117,DK AAR,245,22G1,20.0,LEASED,1,False,DK AAR,MASTER
k28_45R1_40_CARRIER,2025,2,FO THO,118,GB IMM,161,45R1,40.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k29_LNRB_45_CARRIER,2025,2,FO THO,118,GB IMM,161,LNRB,45.0,CARRIER,3,False,GB IMM,LONG
k30_45R1_40_CARRIER,2025,2,FO THO,118,NO FRK,224,45R1,40.0,CARRIER,1,False,NO FRK,LONG
k31_22K0_20_SHIPPER,2025,2,FO THO,118,NO FRK,224,22K0,20.0,SHIPPER,1,False,NO FRK,
k32_45R1_40_CARRIER,2025,2,GB IMM,25,IS REY,202,45R1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k33_45R1_40_CARRIER,2025,2,GB IMM,25,US PWM,370,45R1,40.0,CARRIER,1,False,US PWM,LONG
k34_45G1_40_CARRIER,2025,2,GB TEE,94,IS REY,157,45G1,40.0,CARRIER,1,False,IS REY,CABOTAGE
k35_45G1_40_CARRIER,2025,2,GB TEE,94,IS REY,157,45G1,40.0,CARRIER,1,False,IS REY,CABOTAGE
k36_45G1_40_CARRIER,2025,2,GB TEE,94,CA HAL,464,45G1,40.0,CARRIER,1,False,CA HAL,LONG
k37_45G1_40_CARRIER,2025,2,GB TEE,94,IS REY,157,45G1,40.0,CARRIER,1,False,IS REY,LONG
k38_42P3_40_CARRIER,2025,2,GB TEE,94,IS REY,157,42P3,40.0,CARRIER,2,False,IS REY,LONG
k39_45G1_40_CARRIER,2025,2,IS REY,402,SE HEL,561,45G1,40.0,CARRIER,1,False,SE HEL,PURCHASE_AGREEMENT
k40_45R1_40_CARRIER,2025,2,IS REY,234,GB IMM,329,45R1,40.0,CARRIER,1,False,GB IMM,LONG
k41_45R1_40_CARRIER,2025,2,IS REY,234,FO THO,277,45R1,40.0,CARRIER,1,False,FO THO,LONG
k42_22G1_20_CARRIER,2025,2,IS GRT,402,IS REY,404,22G1,20.0,CARRIER,1,True,US PWM,PURCHASE_AGREEMENT
k43_45P3_40_CARRIER,2025,2,IS GRT,402,GB IMM,508,45P3,40.0,CARRIER,6,False,GB IMM,LONG
k44_42P3_40_LEASED,2025,2,IS GRT,402,GB IMM,508,42P3,40.0,LEASED,1,False,GB IMM,MASTER
k45_22GB_20_CARRIER,2025,2,IS GRT,402,NL RTM,499,22GB,20.0,CARRIER,3,False,NL RTM,PURCHASE_AGREEMENT
k46_22GB_20_CARRIER,2025,2,IS GRT,402,NL RTM,499,22GB,20.0,CARRIER,1,False,NL RTM,CABOTAGE
k47_42P3_40_LEASED,2025,2,IS GRT,402,NL RTM,499,42P3,40.0,LEASED,1,False,NL RTM,MASTER
k48_22G1_20_LEASED,2025,2,IS GRT,402,NL RTM,499,22G1,20.0,LEASED,4,False,NL RTM,MASTER
k49_22GB_20_LEASED,2025,2,IS GRT,402,NL RTM,499,22GB,20.0,LEASED,1,False,NL RTM,MASTER
k50_22G1_20_CARRIER,2025,2,IS REY,262,NL RTM,331,22G1,20.0,CARRIER,3,False,NL RTM,CABOTAGE
k51_22GB_20_CARRIER,2025,2,IS REY,262,NL RTM,331,22GB,20.0,CARRIER,1,False,NL RTM,CABOTAGE
k52_22G1_20_LEASED,2025,2,IS REY,234,DE BRV,366,22G1,20.0,LEASED,1,False,DE BRV,MASTER
k53_45G1_40_LEASED,2025,2,IS REY,234,DK AAR,418,45G1,40.0,LEASED,1,False,DK AAR,ONEWAY
k54_45U1_40_CARRIER,2025,2,IS REY,234,DK AAR,418,45U1,40.0,CARRIER,2,False,DK AAR,LONG
k55_45R1_40_CARRIER,2025,2,IS REY,234,GB IMM,329,45R1,40.0,CARRIER,1,False,GB IMM,LONG
k56_45R1_40_CARRIER,2025,2,IS REY,85,CA HAL,325,45R1,40.0,CARRIER,6,False,CA HAL,LONG
k57_45G1_40_LEASED,2025,2,IS REY,63,DE BRV,166,45G1,40.0,LEASED,1,False,DE BRV,ONEWAY
k58_45G1_40_CARRIER,2025,2,IS REY,63,DE BRV,166,45G1,40.0,CARRIER,2,False,DE BRV,LONG
k59_45R1_40_CARRIER,2025,2,IS REY,63,DE BRV,166,45R1,40.0,CARRIER,1,False,DE BRV,PURCHASE_AGREEMENT
k60_45U1_40_LEASED,2025,2,IS REY,63,DK AAR,245,45U1,40.0,LEASED,1,False,DK AAR,ONEWAY
k61_22G1_20_CARRIER,2025,2,IS REY,63,DK AAR,245,22G1,20.0,CARRIER,1,False,DK AAR,LONG
k62_45G1_40_CARRIER,2025,2,IS REY,63,DK AAR,245,45G1,40.0,CARRIER,1,False,DK AAR,LONG
k63_45R1_40_LEASED,2025,2,IS REY,63,DK AAR,245,45R1,40.0,LEASED,4,False,DK AAR,ONEWAY
k64_4EG1_40_CARRIER,2025,2,IS REY,68,FO THO,109,4EG1,40.0,CARRIER,1,False,FO THO,LONG
k65_LNRB_45_LEASED,2025,2,IS REY,63,FO THO,108,LNRB,45.0,LEASED,1,False,FO THO,PURCHASE
k66_22H5_20_CARRIER,2025,2,IS REY,68,GB IMM,161,22H5,20.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k67_22G1_20_LEASED,2025,2,IS REY,96,GB TEE,258,22G1,20.0,LEASED,1,False,GB TEE,MASTER
k68_45R1_40_CARRIER,2025,2,IS REY,63,IS RFJ,85,45R1,40.0,CARRIER,1,False,IS RFJ,PURCHASE_AGREEMENT
k69_25G1_20_SHIPPER,2025,2,IS REY,63,IS RFJ,85,25G1,20.0,SHIPPER,1,False,IS RFJ,
k70_42G1_40_LEASED,2025,2,IS REY,96,NL RTM,163,42G1,40.0,LEASED,1,False,NL RTM,ONEWAY
k71_45G1_40_CARRIER,2025,2,IS REY,96,NL RTM,163,45G1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k72_45G1_40_CARRIER,2025,2,IS REY,96,NL RTM,163,45G1,40.0,CARRIER,1,False,NL RTM,CABOTAGE
k73_45G1_40_LEASED,2025,2,IS REY,96,NL RTM,163,45G1,40.0,LEASED,1,False,NL RTM,ONEWAY
k74_22G1_20_LEASED,2025,2,IS REY,68,NO FRK,224,22G1,20.0,LEASED,1,False,NO FRK,MASTER
k75_42P3_40_LEASED,2025,2,IS REY,68,NO FRK,224,42P3,40.0,LEASED,1,False,NO FRK,PURCHASE
k76_45G1_40_CARRIER,2025,2,IS REY,63,SE HEL,223,45G1,40.0,CARRIER,19,False,SE HEL,LONG
k77_4EG1_40_LEASED,2025,2,IS REY,63,SE HEL,223,4EG1,40.0,LEASED,1,False,SE HEL,MASTER
k78_42G1_40_LEASED,2025,2,IS REY,63,SE HEL,223,42G1,40.0,LEASED,2,False,SE HEL,PURCHASE
k79_45G1_40_CARRIER,2025,2,IS REY,85,US PWM,247,45G1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k80_45G1_40_CARRIER,2025,2,IS REY,85,US PWM,247,45G1,40.0,CARRIER,1,False,US PWM,CABOTAGE
k81_45R1_40_CARRIER,2025,2,IS REY,85,US PWM,247,45R1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k82_45R1_40_CARRIER,2025,2,IS REY,85,US PWM,247,45R1,40.0,CARRIER,1,False,US PWM,LONG
k83_LNRB_45_LEASED,2025,2,IS RFJ,91,DE BRV,166,LNRB,45.0,LEASED,1,False,DE BRV,PURCHASE
k84_45R1_40_LEASED,2025,2,IS RFJ,91,DK AAR,245,45R1,40.0,LEASED,1,False,DK AAR,ONEWAY
k85_45R1_40_CARRIER,2025,2,IS RFJ,91,GB IMM,161,45R1,40.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k86_45R1_40_CARRIER,2025,2,IS RFJ,91,IS REY,202,45R1,40.0,CARRIER,2,False,IS REY,PURCHASE_AGREEMENT
k87_45R1_40_CARRIER,2025,2,IS RFJ,91,FO THO,108,45R1,40.0,CARRIER,1,False,FO THO,LONG
k88_45R1_40_CARRIER,2025,2,IS REY,262,NL RTM,331,45R1,40.0,CARRIER,1,False,NL RTM,LONG
k89_22G1_20_LEASED,2025,2,IS VES,82,IS REY,202,22G1,20.0,LEASED,1,False,IS REY,ONEWAY
k90_22GB_20_CARRIER,2025,2,NL RTM,64,IS GRT,200,22GB,20.0,CARRIER,1,False,IS GRT,LONG
k91_22G1_20_LEASED,2025,2,NL RTM,64,IS GRT,200,22G1,20.0,LEASED,1,False,IS GRT,MASTER
k92_42P3_40_LEASED,2025,2,NL RTM,64,IS GRT,200,42P3,40.0,LEASED,1,False,IS GRT,MASTER
k93_22G1_20_LEASED,2025,2,NL RTM,64,IS GRT,200,22G1,20.0,LEASED,1,False,IS GRT,MASTER
k94_22G1_20_LEASED,2025,2,NL RTM,64,IS GRT,200,22G1,20.0,LEASED,1,False,IS GRT,PURCHASE
k95_45P3_40_CARRIER,2025,2,NL RTM,64,IS REY,157,45P3,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k96_45G1_40_CARRIER,2025,2,NL RTM,64,US PWM,370,45G1,40.0,CARRIER,4,False,US PWM,LONG
k97_45R1_40_CARRIER,2025,2,NL RTM,64,CA HAL,464,45R1,40.0,CARRIER,1,False,CA HAL,PURCHASE_AGREEMENT
k98_45RB_40_CARRIER,2025,2,NL RTM,64,IS REY,157,45RB,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k99_45G1_40_LEASED,2025,2,NL RTM,64,IS REY,157,45G1,40.0,LEASED,4,False,IS REY,ONEWAY
k100_45G1_40_CARRIER,2025,2,SE HEL,75,IS REY,174,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k101_45G1_40_CARRIER,2025,2,SE HEL,75,IS REY,174,45G1,40.0,CARRIER,1,False,IS REY,LONG
k102_4EG1_40_CARRIER,2025,2,SE HEL,75,IS REY,174,4EG1,40.0,CARRIER,1,False,IS REY,LONG
k103_42P3_40_CARRIER,2025,3,CA HAL,334,IS REY,534,42P3,40.0,CARRIER,1,False,IS REY,LONG
k104_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,2,True,NL RTM,PURCHASE_AGREEMENT
k105_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,1,True,DK AAR,PURCHASE_AGREEMENT
k106_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,1,True,IS RFJ,PURCHASE_AGREEMENT
k107_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,1,True,GB IMM,LONG
k108_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,1,True,DE BRV,LONG
k109_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,1,True,DK AAR,LONG
k110_45R1_40_CARRIER,2025,3,CA HAL,334,IS REY,534,45R1,40.0,CARRIER,1,True,IS RFJ,LONG
k111_45G1_40_CARRIER,2025,3,DE BRV,185,US PWM,597,45G1,40.0,CARRIER,2,False,US PWM,PURCHASE_AGREEMENT
k112_45G1_40_CARRIER,2025,3,DE BRV,185,IS REY,340,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k113_45G1_40_CARRIER,2025,3,DE BRV,185,IS REY,340,45G1,40.0,CARRIER,1,True,US PWM,PURCHASE_AGREEMENT
k114_45G1_40_CARRIER,2025,3,DE BRV,185,US PWM,597,45G1,40.0,CARRIER,1,False,US PWM,CABOTAGE
k115_42P3_40_CARRIER,2025,3,DE BRV,185,IS REY,340,42P3,40.0,CARRIER,1,False,IS REY,LONG
k116_42P3_40_CARRIER,2025,3,DE BRV,185,IS REY,340,42P3,40.0,CARRIER,1,True,US PWM,LONG
k117_45U1_40_CARRIER,2025,3,DE BRV,185,IS REY,340,45U1,40.0,CARRIER,1,True,CA NWP,LONG
k118_45R1_40_CARRIER,2025,3,DE BRV,185,IS REY,340,45R1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k119_45R1_40_CARRIER,2025,3,DE BRV,185,US PWM,597,45R1,40.0,CARRIER,1,False,US PWM,LONG
k120_42P3_40_LEASED,2025,3,DE BRV,185,IS REY,340,42P3,40.0,LEASED,1,False,IS REY,MASTER
k121_22G1_20_LEASED,2025,3,DE BRV,185,IS REY,340,22G1,20.0,LEASED,1,False,IS REY,ONEWAY
k122_42P3_40_CARRIER,2025,3,DK AAR,278,FO THO,328,42P3,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k123_LEG2_45_CARRIER,2025,3,DK AAR,278,FO THO,328,LEG2,45.0,CARRIER,1,False,FO THO,LONG
k124_4EG1_40_CARRIER,2025,3,DK AAR,278,FO THO,328,4EG1,40.0,CARRIER,3,False,FO THO,LONG
k125_45G1_40_LEASED,2025,3,DK AAR,278,FO THO,328,45G1,40.0,LEASED,1,False,FO THO,MASTER
k126_22K0_20_SHIPPER,2025,3,DK AAR,278,FO THO,328,22K0,20.0,SHIPPER,1,False,FO THO,
k127_45G1_40_CARRIER,2025,3,DK AAR,278,IS VES,422,45G1,40.0,CARRIER,1,False,IS VES,PURCHASE_AGREEMENT
k128_22G1_20_CARRIER,2025,3,DK AAR,261,IS REY,340,22G1,20.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k129_4EG1_40_CARRIER,2025,3,DK AAR,261,IS REY,340,4EG1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k130_45G1_40_CARRIER,2025,3,DK AAR,261,IS REY,340,45G1,40.0,CARRIER,1,False,IS REY,CABOTAGE
k131_4EG1_40_CARRIER,2025,3,DK AAR,261,IS REY,340,4EG1,40.0,CARRIER,4,False,IS REY,LONG
k132_45G1_40_CARRIER,2025,3,DK AAR,278,IS REY,372,45G1,40.0,CARRIER,1,False,IS REY,LONG
k133_45R1_40_CARRIER,2025,3,DK AAR,261,IS REY,340,45R1,40.0,CARRIER,1,True,CA HAL,LONG
k134_45G1_40_LEASED,2025,3,DK AAR,261,IS REY,340,45G1,40.0,LEASED,1,False,IS REY,ONEWAY
k135_45G1_40_LEASED,2025,3,DK AAR,261,FO THO,455,45G1,40.0,LEASED,1,False,FO THO,ONEWAY
k136_42G1_40_LEASED,2025,3,DK AAR,261,IS REY,340,42G1,40.0,LEASED,1,False,IS REY,ONEWAY
k137_45R1_40_LEASED,2025,3,DK AAR,261,IS REY,340,45R1,40.0,LEASED,1,True,CA HAL,ONEWAY
k138_22R1_20_LEASED,2025,3,DK AAR,261,IS REY,340,22R1,20.0,LEASED,1,False,IS REY,PURCHASE
k139_45R1_40_CARRIER,2025,3,FO THO,284,DK AAR,418,45R1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k140_45H5_40_CARRIER,2025,3,FO THO,284,GB IMM,329,45H5,40.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k141_45R1_40_CARRIER,2025,3,FO THO,284,GB IMM,329,45R1,40.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k142_45R1_40_CARRIER,2025,3,FO THO,118,US PWM,597,45R1,40.0,CARRIER,2,False,US PWM,PURCHASE_AGREEMENT
k143_45R1_40_CARRIER,2025,3,FO THO,118,IS REY,372,45R1,40.0,CARRIER,1,True,US PWM,PURCHASE_AGREEMENT
k144_45R1_40_CARRIER,2025,3,FO THO,118,IS REY,372,45R1,40.0,CARRIER,1,False,IS REY,LONG
k145_45R1_40_CARRIER,2025,3,GB IMM,169,FO THO,328,45R1,40.0,CARRIER,1,False,FO THO,LONG
k146_45R1_40_CARRIER,2025,3,GB IMM,169,CA HAL,679,45R1,40.0,CARRIER,3,False,CA HAL,PURCHASE_AGREEMENT
k147_45R1_40_CARRIER,2025,3,GB IMM,169,IS VES,422,45R1,40.0,CARRIER,1,False,IS VES,LONG
k148_4EG1_40_CARRIER,2025,3,GB TEE,268,IS REY,324,4EG1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k149_45G1_40_CARRIER,2025,3,GB TEE,268,IS REY,324,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k150_22G1_20_CARRIER,2025,3,GB TEE,268,CA HAL,679,22G1,20.0,CARRIER,1,False,CA HAL,PURCHASE_AGREEMENT
k151_45G1_40_CARRIER,2025,3,GB TEE,268,IS REY,324,45G1,40.0,CARRIER,1,False,IS REY,CABOTAGE
k152_45G1_40_CARRIER,2025,3,GB TEE,268,US PWM,597,45G1,40.0,CARRIER,1,False,US PWM,LONG
k153_22G1_20_CARRIER,2025,3,GB TEE,268,IS REY,324,22G1,20.0,CARRIER,1,False,IS REY,LONG
k154_22G1_20_LEASED,2025,3,GB TEE,268,IS REY,324,22G1,20.0,LEASED,2,False,IS REY,MASTER
k155_45G1_40_CARRIER,2025,3,IS REY,407,NO FRK,559,45G1,40.0,CARRIER,1,False,NO FRK,LONG
k156_45R1_40_CARRIER,2025,3,IS REY,382,CA HAL,679,45R1,40.0,CARRIER,1,False,CA HAL,PURCHASE_AGREEMENT
k157_45G1_40_CARRIER,2025,3,IS REY,429,NL RTM,499,45G1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k158_22G1_20_CARRIER,2025,3,IS REY,429,NL RTM,499,22G1,20.0,CARRIER,3,False,NL RTM,CABOTAGE
k159_22G1_20_LEASED,2025,3,IS REY,429,NL RTM,499,22G1,20.0,LEASED,1,False,NL RTM,MASTER
k160_42U1_40_CARRIER,2025,3,IS REY,234,DE BRV,366,42U1,40.0,CARRIER,1,False,DE BRV,LONG
k161_45G1_40_CARRIER,2025,3,IS REY,234,DE BRV,366,45G1,40.0,CARRIER,2,False,DE BRV,LONG
k162_45P3_40_CARRIER,2025,3,IS REY,234,DE BRV,366,45P3,40.0,CARRIER,1,False,DE BRV,LONG
k163_45G1_40_CARRIER,2025,3,IS REY,234,DK AAR,418,45G1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k164_45G1_40_CARRIER,2025,3,IS REY,234,DK AAR,418,45G1,40.0,CARRIER,1,False,DK AAR,LONG
k165_22K0_20_SHIPPER,2025,3,IS REY,234,DK AAR,418,22K0,20.0,SHIPPER,1,False,DK AAR,
