Commodity,Year,Week,Origin,DepartureTime,Destination,ArrivalTime,ContainerType,ContainerSize,Owner,Count,Truncated,FinalDestination,ContractType
TLEG_7_IS REY_FO THO,2025,8,IS REY,258,FO THO,502,22G1,20.0,Carrier,1,False,FO THO,
TLEG_8_IS REY_NO FRK,2025,8,IS REY,86,NO FRK,233,45G1,40.0,Carrier,1,False,NO FRK,
TLEG_9_IS REY_US PWM,2025,8,IS REY,7,US PWM,325,42P3,40.0,Carrier,1,False,US PWM,
TLEG_10_IS REY_CA NWP,2025,8,IS REY,7,CA NWP,226,LNRB,45.0,Carrier,1,False,CA NWP,
TLEG_11_IS REY_CA NWP,2025,8,IS REY,7,CA NWP,226,22G1,20.0,Carrier,1,False,CA NWP,
TLEG_12_IS REY_CA HAL,2025,8,IS REY,7,CA HAL,165,22G1,20.0,Carrier,1,False,CA HAL,
TLEG_13_IS REY_CA HAL,2025,8,IS REY,7,CA HAL,165,45R1,40.0,Carrier,2,False,CA HAL,
TLEG_14_IS REY_GB IMM,2025,8,IS REY,236,GB IMM,497,22G1,20.0,Carrier,2,False,GB IMM,
TLEG_15_IS REY_CA NWP,2025,8,IS REY,0,CA NWP,226,45P3,40.0,Carrier,1,False,CA NWP,
TLEG_16_IS REY_NL RTM,2025,8,IS REY,245,NL RTM,498,45G1,40.0,Carrier,6,False,NL RTM,
TLEG_17_IS REY_NL RTM,2025,8,IS REY,245,NL RTM,498,45R1,40.0,Carrier,1,False,NL RTM,
TLEG_18_IS REY_DK AAR,2025,8,IS REY,420,DK AAR,446,45G1,40.0,Carrier,1,False,DK AAR,
TLEG_19_IS REY_IS RFJ,2025,8,IS REY,245,IS RFJ,427,45R1,40.0,Carrier,1,False,IS RFJ,
TLEG_20_IS REY_NL RTM,2025,8,IS REY,420,NL RTM,498,45R1,40.0,Carrier,2,False,NL RTM,
TLEG_21_IS REY_GB IMM,2025,8,IS REY,245,GB IMM,497,45R1,40.0,Carrier,1,False,GB IMM,
TLEG_22_IS REY_IS VES,2025,8,IS REY,175,IS VES,421,42P3,40.0,Carrier,1,False,IS VES,
TLEG_23_IS REY_IS VES,2025,8,IS REY,175,IS VES,421,42P3,40.0,Leased,1,False,IS VES,
TLEG_24_IS REY_US PWM,2025,8,IS REY,175,US PWM,325,45G1,40.0,Carrier,4,False,US PWM,
TLEG_25_IS REY_IS RFJ,2025,8,IS REY,232,IS RFJ,427,4EG1,40.0,Carrier,1,False,IS RFJ,
TLEG_26_IS REY_US PWM,2025,8,IS REY,175,US PWM,325,45R1,40.0,Carrier,2,False,US PWM,
TLEG_27_IS REY_CA NWP,2025,8,IS REY,176,CA NWP,226,22G1,20.0,Carrier,1,False,CA NWP,
TLEG_28_IS REY_US PWM,2025,8,IS REY,176,US PWM,325,45R1,40.0,Carrier,1,False,US PWM,
TLEG_29_IS REY_US PWM,2025,8,IS REY,232,US PWM,325,45R1,40.0,Carrier,1,False,US PWM,
TLEG_30_IS REY_IS VES,2025,8,IS REY,157,IS VES,421,42P3,40.0,Carrier,1,False,IS VES,
TLEG_31_IS REY_CA HAL,2025,8,IS REY,157,CA HAL,165,22G1,20.0,Carrier,2,False,CA HAL,
TLEG_32_IS REY_US PWM,2025,8,IS REY,157,US PWM,325,45G1,40.0,Carrier,1,False,US PWM,
TLEG_33_IS REY_CA HAL,2025,8,IS REY,157,CA HAL,165,45R1,40.0,Carrier,1,False,CA HAL,
TLEG_34_IS REY_IS GRT,2025,8,IS REY,157,IS GRT,402,45R1,40.0,Carrier,1,False,IS GRT,
TLEG_36_IS REY_DK AAR,2025,8,IS REY,420,DK AAR,446,22G1,20.0,Carrier,4,False,DK AAR,
TLEG_37_IS REY_GB IMM,2025,8,IS REY,420,GB IMM,497,45G1,40.0,Carrier,1,False,GB IMM,
TLEG_44_IS REY_SE HEL,2025,8,IS REY,367,SE HEL,408,45U1,40.0,Carrier,1,False,SE HEL,
TLEG_46_FO THO_IS REY,2025,8,FO THO,277,IS REY,492,45R1,40.0,Carrier,1,False,IS REY,
TLEG_47_FO THO_IS REY,2025,8,FO THO,278,IS REY,492,45R1,40.0,Carrier,1,False,IS REY,
TLEG_52_IS REY_FO THO,2025,8,IS REY,367,FO THO,502,22G1,20.0,Carrier,1,False,FO THO,
TLEG_53_IS REY_FO THO,2025,8,IS REY,367,FO THO,502,22U1,20.0,Shipper,1,False,FO THO,
TLEG_56_IS REY_IS GRT,2025,8,IS REY,387,IS GRT,402,45R1,40.0,Carrier,1,False,IS GRT,
TLEG_58_IS REY_GB IMM,2025,8,IS REY,479,GB IMM,497,45G1,40.0,Carrier,1,False,GB IMM,
TLEG_59_IS REY_DE BRV,2025,8,IS REY,479,DE BRV,502,45G1,40.0,Carrier,1,False,DE BRV,
TLEG_60_IS REY_GB IMM,2025,8,IS REY,479,GB IMM,497,45R1,40.0,Carrier,1,False,GB IMM,
TLEG_65_IS REY_DK AAR,2025,8,IS REY,420,DK AAR,446,45G1,40.0,Carrier,1,False,DK AAR,
TLEG_66_IS REY_NL RTM,2025,8,IS REY,420,NL RTM,498,45R1,40.0,Carrier,2,False,NL RTM,
TLEG_68_IS REY_DK AAR,2025,8,IS REY,420,DK AAR,446,22G1,20.0,Carrier,1,False,DK AAR,
TLEG_69_IS REY_GB IMM,2025,8,IS REY,420,GB IMM,497,45G1,40.0,Carrier,1,False,GB IMM,
CARRY_0_US PWM_CA NWP,2025,8,US PWM,93,CA NWP,226,45P3,40.0,Carrier,3,False,CA NWP,
CARRY_3_US PWM_CA NWP,2025,8,US PWM,93,CA NWP,226,22G1,20.0,Carrier,4,False,CA NWP,
CARRY_4_US PWM_CA NWP,2025,8,US PWM,93,CA NWP,226,45G1,40.0,Carrier,1,False,CA NWP,
CARRY_5_US PWM_CA HAL,2025,8,US PWM,93,CA HAL,165,45R1,40.0,Carrier,5,False,CA HAL,
CARRY_6_US PWM_CA HAL,2025,8,US PWM,93,CA HAL,165,45G1,40.0,Carrier,1,False,CA HAL,
CARRY_8_US PWM_CA HAL,2025,8,US PWM,93,CA HAL,165,45G1,40.0,Carrier,1,False,CA HAL,
CARRY_9_US PWM_CA HAL,2025,8,US PWM,93,CA HAL,165,22G1,20.0,Carrier,1,False,CA HAL,
CARRY_11_IS REY_NL RTM,2025,8,IS REY,86,NL RTM,498,22G1,20.0,Carrier,2,False,NL RTM,
CARRY_12_IS REY_NL RTM,2025,8,IS REY,86,NL RTM,498,22G1,20.0,Shipper,1,False,NL RTM,
CARRY_13_IS REY_GB IMM,2025,8,IS REY,86,GB IMM,497,45G1,40.0,Carrier,3,False,GB IMM,
CARRY_27_CA HAL_NL RTM,2025,8,CA HAL,26,NL RTM,498,45G1,40.0,Carrier,1,False,NL RTM,
CARRY_28_CA HAL_IS REY,2025,8,CA HAL,26,IS REY,492,45G1,40.0,Carrier,13,False,IS REY,
CARRY_30_CA HAL_NL RTM,2025,8,CA HAL,26,NL RTM,498,45R1,40.0,Carrier,3,False,NL RTM,
CARRY_31_CA HAL_IS REY,2025,8,CA HAL,26,IS REY,492,22G1,20.0,Carrier,1,False,IS REY,
CARRY_32_CA HAL_IS REY,2025,8,CA HAL,26,IS REY,492,45R1,40.0,Carrier,1,False,IS REY,
CARRY_33_CA HAL_IS REY,2025,8,CA HAL,26,IS REY,492,22G1,20.0,Leased,2,False,IS REY,
CARRY_34_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,45R1,40.0,Carrier,1,False,DK AAR,
CARRY_38_DE BRV_SE HEL,2025,8,DE BRV,15,SE HEL,408,45R1,40.0,Carrier,1,False,SE HEL,
CARRY_39_DE BRV_SE HEL,2025,8,DE BRV,15,SE HEL,408,4EG1,40.0,Carrier,1,False,SE HEL,
CARRY_40_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,45R1,40.0,Leased,1,False,DK AAR,
CARRY_41_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,22G1,20.0,Leased,2,False,DK AAR,
CARRY_42_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,45G1,40.0,Carrier,1,False,DK AAR,
CARRY_45_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,45U1,40.0,Carrier,1,False,DK AAR,
CARRY_46_DE BRV_SE HEL,2025,8,DE BRV,15,SE HEL,408,22G1,20.0,Leased,1,False,SE HEL,
CARRY_47_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,42P3,40.0,Leased,2,False,DK AAR,
CARRY_48_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,22K0,20.0,Shipper,1,False,DK AAR,
CARRY_49_DE BRV_DK AAR,2025,8,DE BRV,15,DK AAR,446,42U1,40.0,Carrier,1,False,DK AAR,
CARRY_58_GB IMM_PL SWI,2025,8,GB IMM,22,PL SWI,408,45R1,40.0,Leased,2,False,PL SWI,
CARRY_59_GB IMM_PL SWI,2025,8,GB IMM,22,PL SWI,408,4EG1,40.0,Carrier,1,False,PL SWI,
CARRY_60_GB IMM_PL SWI,2025,8,GB IMM,22,PL SWI,408,22G1,20.0,Carrier,1,False,PL SWI,
CARRY_61_GB IMM_PL SWI,2025,8,GB IMM,22,PL SWI,408,42P3,40.0,Leased,1,False,PL SWI,
CARRY_63_GB IMM_PL SWI,2025,8,GB IMM,22,PL SWI,408,45R1,40.0,Carrier,1,False,PL SWI,
CARRY_64_IS REY_US PWM,2025,8,IS REY,157,US PWM,325,22G1,20.0,Carrier,1,False,US PWM,
CARRY_65_IS REY_US PWM,2025,8,IS REY,157,US PWM,325,22K0,20.0,Carrier,1,False,US PWM,
CARRY_66_IS REY_CA HAL,2025,8,IS REY,0,CA HAL,165,45G1,40.0,Carrier,1,False,CA HAL,
CARRY_67_IS REY_DE BRV,2025,8,IS REY,86,DE BRV,502,45G1,40.0,Carrier,10,False,DE BRV,
CARRY_68_IS REY_NO FRK,2025,8,IS REY,86,NO FRK,233,45G1,40.0,Carrier,2,False,NO FRK,
CARRY_69_IS REY_CA NWP,2025,8,IS REY,7,CA NWP,226,LNRB,45.0,Carrier,2,False,CA NWP,
CARRY_70_IS REY_CA NWP,2025,8,IS REY,7,CA NWP,226,22G1,20.0,Carrier,2,False,CA NWP,
CARRY_71_IS REY_CA HAL,2025,8,IS REY,7,CA HAL,165,22G1,20.0,Carrier,2,False,CA HAL,
CARRY_72_IS REY_CA HAL,2025,8,IS REY,7,CA HAL,165,45R1,40.0,Carrier,4,False,CA HAL,
CARRY_73_IS REY_CA NWP,2025,8,IS REY,0,CA NWP,226,45P3,40.0,Carrier,2,False,CA NWP,
CARRY_74_IS REY_IS RFJ,2025,8,IS REY,245,IS RFJ,427,45R1,40.0,Carrier,1,False,IS RFJ,
CARRY_75_IS REY_GB IMM,2025,8,IS REY,245,GB IMM,497,45R1,40.0,Carrier,1,False,GB IMM,
CARRY_76_IS REY_US PWM,2025,8,IS REY,175,US PWM,325,45G1,40.0,Carrier,4,False,US PWM,
CARRY_77_IS REY_IS RFJ,2025,8,IS REY,232,IS RFJ,427,4EG1,40.0,Carrier,1,False,IS RFJ,
CARRY_78_IS REY_US PWM,2025,8,IS REY,175,US PWM,325,45R1,40.0,Carrier,2,False,US PWM,
CARRY_79_IS REY_CA NWP,2025,8,IS REY,176,CA NWP,226,22G1,20.0,Carrier,1,False,CA NWP,
CARRY_80_IS REY_US PWM,2025,8,IS REY,176,US PWM,325,45R1,40.0,Carrier,1,False,US PWM,
CARRY_81_IS REY_US PWM,2025,8,IS REY,232,US PWM,325,45R1,40.0,Carrier,1,False,US PWM,
CARRY_82_IS REY_CA HAL,2025,8,IS REY,157,CA HAL,165,22G1,20.0,Carrier,2,False,CA HAL,
CARRY_83_IS REY_US PWM,2025,8,IS REY,157,US PWM,325,45G1,40.0,Carrier,1,False,US PWM,
CARRY_84_IS REY_CA HAL,2025,8,IS REY,157,CA HAL,165,45R1,40.0,Carrier,1,False,CA HAL,
CARRY_85_IS REY_US PWM,2025,8,IS REY,0,US PWM,325,45R1,40.0,Carrier,2,False,US PWM,
CARRY_86_IS REY_US PWM,2025,8,IS REY,0,US PWM,325,45G1,40.0,Carrier,4,False,US PWM,
CARRY_87_IS REY_CA NWP,2025,8,IS REY,0,CA NWP,226,45R1,40.0,Carrier,9,False,CA NWP,
CARRY_88_IS REY_CA HAL,2025,8,IS REY,0,CA HAL,165,45R1,40.0,Carrier,3,False,CA HAL,
CARRY_89_IS REY_US PWM,2025,8,IS REY,0,US PWM,325,45R1,40.0,Carrier,5,False,US PWM,
CARRY_90_IS REY_US PWM,2025,8,IS REY,7,US PWM,325,45R1,40.0,Carrier,1,False,US PWM,
CARRY_91_IS REY_US PWM,2025,8,IS REY,57,US PWM,325,45R1,40.0,Carrier,3,False,US PWM,
CARRY_92_IS REY_CA NWP,2025,8,IS REY,57,CA NWP,226,45G1,40.0,Carrier,1,False,CA NWP,
CARRY_93_IS REY_CA NWP,2025,8,IS REY,57,CA NWP,226,22G1,20.0,Carrier,1,False,CA NWP,
CARRY_94_IS REY_US PWM,2025,8,IS REY,0,US PWM,325,45R1,40.0,Carrier,1,False,US PWM,
CARRY_95_IS REY_CA HAL,2025,8,IS REY,0,CA HAL,165,45R1,40.0,Carrier,4,False,CA HAL,
CARRY_96_IS REY_CA NWP,2025,8,IS REY,0,CA NWP,226,45R1,40.0,Carrier,3,False,CA NWP,
k0_22GB_20_CARRIER,2025,6,IS GRT,66,NL RTM,163,22GB,20.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k1_22G1_20_CARRIER,2025,6,IS GRT,66,NL RTM,163,22G1,20.0,CARRIER,6,False,NL RTM,CABOTAGE
k2_22GB_20_CARRIER,2025,6,IS GRT,66,NL RTM,163,22GB,20.0,CARRIER,1,False,NL RTM,LONG
k3_42P3_40_LEASED,2025,6,IS GRT,66,NL RTM,163,42P3,40.0,LEASED,1,False,NL RTM,MASTER
k4_4EG1_40_CARRIER,2025,7,IS REY,92,NL RTM,163,4EG1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k5_45R1_40_CARRIER,2025,7,IS REY,109,US PWM,272,45R1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k6_45R1_40_CARRIER,2025,7,IS REY,92,NL RTM,163,45R1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k7_45R1_40_CARRIER,2025,7,IS REY,348,CA HAL,595,45R1,40.0,CARRIER,1,False,CA HAL,LONG
k8_45R1_40_CARRIER,2025,7,IS REY,92,NL RTM,163,45R1,40.0,CARRIER,1,False,NL RTM,LONG
k9_22K0_20_SHIPPER,2025,7,IS REY,92,NL RTM,163,22K0,20.0,SHIPPER,1,False,NL RTM,
k10_42P3_40_CARRIER,2025,7,IS GRT,234,NL RTM,330,42P3,40.0,CARRIER,2,False,NL RTM,LONG
k11_22G1_20_LEASED,2025,7,IS GRT,234,NL RTM,330,22G1,20.0,LEASED,1,False,NL RTM,PURCHASE
k12_22G1_20_CARRIER,2025,7,IS REY,92,NL RTM,163,22G1,20.0,CARRIER,1,False,NL RTM,CABOTAGE
k13_45G1_40_CARRIER,2025,7,IS REY,92,NL RTM,163,45G1,40.0,CARRIER,1,False,NL RTM,CABOTAGE
k14_22G1_20_CARRIER,2025,7,IS REY,92,NL RTM,163,22G1,20.0,CARRIER,1,False,NL RTM,LONG
k15_22G1_20_LEASED,2025,7,IS REY,92,NL RTM,163,22G1,20.0,LEASED,1,False,NL RTM,PURCHASE
k16_4EG1_40_CARRIER,2025,7,IS REY,76,FO THO,127,4EG1,40.0,CARRIER,1,False,FO THO,LONG
k17_45G1_40_CARRIER,2025,7,IS REY,63,FO THO,107,45G1,40.0,CARRIER,1,False,FO THO,LONG
k18_45G1_40_CARRIER,2025,7,IS REY,76,FO THO,127,45G1,40.0,CARRIER,1,False,FO THO,LONG
k19_45G1_40_CARRIER,2025,8,CA HAL,165,IS REY,420,45G1,40.0,CARRIER,1,True,DK AAR,CABOTAGE
k20_45G1_40_CARRIER,2025,8,CA HAL,54,IS REY,245,45G1,40.0,CARRIER,2,False,IS REY,LONG
k21_45R1_40_CARRIER,2025,8,CA HAL,54,IS RFJ,423,45R1,40.0,CARRIER,1,False,IS RFJ,PURCHASE_AGREEMENT
k22_45R1_40_CARRIER,2025,8,CA HAL,165,IS REY,420,45R1,40.0,CARRIER,2,True,NL RTM,PURCHASE_AGREEMENT
k23_45R1_40_CARRIER,2025,8,CA HAL,54,GB IMM,497,45R1,40.0,CARRIER,1,False,GB IMM,LONG
k24_22G1_20_LEASED,2025,8,CA HAL,54,IS REY,245,22G1,20.0,LEASED,1,False,IS REY,MASTER
k25_45G1_40_LEASED,2025,8,CA HAL,54,IS REY,245,45G1,40.0,LEASED,1,False,IS REY,PURCHASE
k26_45G1_40_SHIPPER,2025,8,CA HAL,54,IS REY,245,45G1,40.0,SHIPPER,1,False,IS REY,
k27_42U1_40_CARRIER,2025,8,DE BRV,27,IS REY,175,42U1,40.0,CARRIER,1,False,IS REY,LONG
k28_42P3_40_CARRIER,2025,8,DE BRV,27,IS VES,416,42P3,40.0,CARRIER,1,False,IS VES,LONG
k29_45G1_40_CARRIER,2025,8,DE BRV,27,IS REY,175,45G1,40.0,CARRIER,4,False,IS REY,LONG
k30_22G1_20_CARRIER,2025,8,DE BRV,27,IS REY,175,22G1,20.0,CARRIER,1,False,IS REY,LONG
k31_45R1_40_CARRIER,2025,8,DE BRV,27,IS REY,175,45R1,40.0,CARRIER,2,False,IS REY,LONG
k32_45R1_40_CARRIER,2025,8,DE BRV,27,IS RFJ,250,45R1,40.0,CARRIER,1,False,IS RFJ,LONG
k33_42P3_40_LEASED,2025,8,DE BRV,27,IS VES,416,42P3,40.0,LEASED,1,False,IS VES,MASTER
k34_42G1_40_LEASED,2025,8,DE BRV,27,IS REY,175,42G1,40.0,LEASED,1,False,IS REY,ONEWAY
k35_22G1_20_SHIPPER,2025,8,DE BRV,27,IS REY,175,22G1,20.0,SHIPPER,1,False,IS REY,
k36_45R1_40_LEASED,2025,8,DK AAR,133,FO THO,190,45R1,40.0,LEASED,9,False,FO THO,ONEWAY
k37_45U1_40_CARRIER,2025,8,DK AAR,133,FO THO,190,45U1,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k38_42P3_40_CARRIER,2025,8,DK AAR,133,FO THO,190,42P3,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k39_45R1_40_CARRIER,2025,8,DK AAR,133,FO THO,190,45R1,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k40_45R1_40_SHIPPER,2025,8,DK AAR,133,FO THO,190,45R1,40.0,SHIPPER,1,False,FO THO,
k41_45R1_40_LEASED,2025,8,DK AAR,133,FO THO,190,45R1,40.0,LEASED,2,False,FO THO,ONEWAY
k42_45G1_40_LEASED,2025,8,DK AAR,95,IS REY,175,45G1,40.0,LEASED,2,False,IS REY,ONEWAY
k43_45G1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,45G1,40.0,CARRIER,5,False,IS REY,PURCHASE_AGREEMENT
k44_45U1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,45U1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k45_4EG1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,4EG1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k46_45G1_40_CARRIER,2025,8,DK AAR,95,US PWM,546,45G1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k47_45G1_40_CARRIER,2025,8,DK AAR,133,IS REY,232,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k48_22G1_20_CARRIER,2025,8,DK AAR,95,IS REY,175,22G1,20.0,CARRIER,1,False,IS REY,CABOTAGE
k49_45G1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,45G1,40.0,CARRIER,4,False,IS REY,LONG
k50_22G1_20_CARRIER,2025,8,DK AAR,95,IS REY,175,22G1,20.0,CARRIER,1,False,IS REY,LONG
k51_4EG1_40_CARRIER,2025,8,DK AAR,133,IS RFJ,423,4EG1,40.0,CARRIER,1,False,IS RFJ,LONG
k52_4EG1_40_CARRIER,2025,8,DK AAR,95,IS RFJ,250,4EG1,40.0,CARRIER,1,False,IS RFJ,LONG
k53_42U1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,42U1,40.0,CARRIER,1,False,IS REY,LONG
k54_45R1_40_CARRIER,2025,8,DK AAR,133,IS REY,232,45R1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k55_45R1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,45R1,40.0,CARRIER,4,False,IS REY,PURCHASE_AGREEMENT
k56_45R1_40_CARRIER,2025,8,DK AAR,95,US PWM,546,45R1,40.0,CARRIER,2,False,US PWM,LONG
k57_45R1_40_CARRIER,2025,8,DK AAR,95,IS REY,175,45R1,40.0,CARRIER,2,False,IS REY,LONG
k58_45G1_40_LEASED,2025,8,DK AAR,95,IS REY,175,45G1,40.0,LEASED,1,False,IS REY,ONEWAY
k59_22G1_20_LEASED,2025,8,DK AAR,95,IS REY,175,22G1,20.0,LEASED,1,False,IS REY,ONEWAY
k60_45R1_40_LEASED,2025,8,DK AAR,95,IS REY,175,45R1,40.0,LEASED,1,False,IS REY,MASTER
k61_45G1_40_CARRIER,2025,8,FO THO,164,DE BRV,209,45G1,40.0,CARRIER,1,False,DE BRV,LONG
k62_45R1_40_CARRIER,2025,8,FO THO,164,DE BRV,209,45R1,40.0,CARRIER,1,False,DE BRV,PURCHASE_AGREEMENT
k63_42U1_40_CARRIER,2025,8,FO THO,164,DK AAR,272,42U1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k64_45U1_40_CARRIER,2025,8,FO THO,164,DK AAR,272,45U1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k65_45G1_40_CARRIER,2025,8,FO THO,164,DK AAR,272,45G1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k66_45G1_40_CARRIER,2025,8,FO THO,164,DK AAR,272,45G1,40.0,CARRIER,1,False,DK AAR,LONG
k67_45R1_40_CARRIER,2025,8,FO THO,164,DK AAR,272,45R1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k68_45G1_40_LEASED,2025,8,FO THO,164,DK AAR,272,45G1,40.0,LEASED,1,False,DK AAR,ONEWAY
k69_22G1_20_LEASED,2025,8,FO THO,164,DK AAR,272,22G1,20.0,LEASED,3,False,DK AAR,MASTER
k70_45R1_40_CARRIER,2025,8,FO THO,116,GB IMM,162,45R1,40.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k71_45G1_40_CARRIER,2025,8,FO THO,135,IS REY,176,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k72_22G1_20_CARRIER,2025,8,FO THO,135,CA NWP,667,22G1,20.0,CARRIER,1,False,CA NWP,LONG
k73_45R1_40_CARRIER,2025,8,FO THO,135,US PWM,546,45R1,40.0,CARRIER,1,False,US PWM,LONG
k74_45R1_40_LEASED,2025,8,FO THO,135,IS RFJ,250,45R1,40.0,LEASED,1,False,IS RFJ,ONEWAY
k75_45P3_40_CARRIER,2025,8,FO THO,164,SE HEL,257,45P3,40.0,CARRIER,1,False,SE HEL,LONG
k76_22G1_20_LEASED,2025,8,FO THO,164,SE HEL,257,22G1,20.0,LEASED,1,False,SE HEL,PURCHASE
k77_45G1_40_CARRIER,2025,8,GB IMM,28,FO THO,190,45G1,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k78_45R1_40_CARRIER,2025,8,GB IMM,28,US PWM,546,45R1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k79_42P3_40_CARRIER,2025,8,GB TEE,93,IS VES,416,42P3,40.0,CARRIER,1,False,IS VES,PURCHASE_AGREEMENT
k80_22G1_20_CARRIER,2025,8,GB TEE,93,CA HAL,595,22G1,20.0,CARRIER,1,False,CA HAL,PURCHASE_AGREEMENT
k81_22G1_20_CARRIER,2025,8,GB TEE,93,CA HAL,694,22G1,20.0,CARRIER,1,False,CA HAL,LONG
