Commodity,Year,Week,Origin,DepartureTime,Destination,ArrivalTime,ContainerType,ContainerSize,Owner,Count,Truncated,FinalDestination,ContractType
CARRY_3_US PWM_CA HAL,2025,7,US PWM,88,CA HAL,333,22G1,20.0,Carrier,1,False,CA HAL,
CARRY_4_US PWM_CA HAL,2025,7,US PWM,88,CA HAL,333,45R1,40.0,Carrier,3,False,CA HAL,
CARRY_6_US PWM_CA NWP,2025,7,US PWM,88,CA NWP,394,45U1,40.0,Carrier,1,False,CA NWP,
CARRY_9_DE BRV_SE HEL,2025,7,DE BRV,16,SE HEL,435,45G1,40.0,Carrier,12,False,SE HEL,
CARRY_10_DE BRV_DK AAR,2025,7,DE BRV,16,DK AAR,457,22K0,20.0,Shipper,1,False,DK AAR,
CARRY_11_DE BRV_DK AAR,2025,7,DE BRV,16,DK AAR,457,45R1,40.0,Carrier,2,False,DK AAR,
CARRY_12_DE BRV_DK AAR,2025,7,DE BRV,16,DK AAR,457,45GB,40.0,Carrier,1,False,DK AAR,
CARRY_14_DE BRV_DK AAR,2025,7,DE BRV,16,DK AAR,457,45G1,40.0,Carrier,1,False,DK AAR,
CARRY_16_GB IMM_NO FRK,2025,7,GB IMM,58,NO FRK,401,22K0,20.0,Shipper,1,False,NO FRK,
CARRY_19_GB IMM_DK AAR,2025,7,GB IMM,58,DK AAR,457,45R1,40.0,Leased,1,False,DK AAR,
CARRY_20_GB IMM_NO FRK,2025,7,GB IMM,58,NO FRK,401,45R1,40.0,Leased,1,False,NO FRK,
CARRY_21_GB IMM_DK AAR,2025,7,GB IMM,58,DK AAR,457,45G1,40.0,Carrier,2,False,DK AAR,
CARRY_27_IS REY_IS GRT,2025,7,IS REY,8,IS GRT,402,22G1,20.0,Carrier,1,False,IS GRT,
CARRY_34_IS REY_US PWM,2025,7,IS REY,156,US PWM,493,45R1,40.0,Carrier,2,False,US PWM,
CARRY_35_IS REY_US PWM,2025,7,IS REY,156,US PWM,493,45G1,40.0,Carrier,6,False,US PWM,
CARRY_36_IS REY_US PWM,2025,7,IS REY,156,US PWM,493,22G1,20.0,Carrier,1,False,US PWM,
CARRY_37_IS REY_CA HAL,2025,7,IS REY,0,CA HAL,333,22G1,20.0,Carrier,1,False,CA HAL,
CARRY_38_IS REY_CA NWP,2025,7,IS REY,34,CA NWP,394,45R1,40.0,Carrier,9,False,CA NWP,
CARRY_39_IS REY_CA HAL,2025,7,IS REY,34,CA HAL,333,45R1,40.0,Carrier,3,False,CA HAL,
CARRY_40_IS REY_US PWM,2025,7,IS REY,34,US PWM,493,45R1,40.0,Carrier,5,False,US PWM,
CARRY_41_IS REY_CA NWP,2025,7,IS REY,0,CA NWP,394,45P3,40.0,Carrier,2,False,CA NWP,
CARRY_42_IS REY_US PWM,2025,7,IS REY,0,US PWM,493,45R1,40.0,Carrier,2,False,US PWM,
CARRY_43_IS REY_GB IMM,2025,7,IS REY,254,GB IMM,497,45G1,40.0,Carrier,3,False,GB IMM,
CARRY_44_IS REY_US PWM,2025,7,IS REY,175,US PWM,493,42P3,40.0,Carrier,2,False,US PWM,
CARRY_45_IS REY_CA NWP,2025,7,IS REY,175,CA NWP,394,LNRB,45.0,Carrier,1,False,CA NWP,
CARRY_46_IS REY_CA NWP,2025,7,IS REY,175,CA NWP,394,22G1,20.0,Carrier,1,False,CA NWP,
CARRY_47_IS REY_CA HAL,2025,7,IS REY,175,CA HAL,333,22G1,20.0,Carrier,1,False,CA HAL,
CARRY_48_IS REY_CA HAL,2025,7,IS REY,175,CA HAL,333,45R1,40.0,Carrier,2,False,CA HAL,
CARRY_49_IS REY_US PWM,2025,7,IS REY,175,US PWM,493,45R1,40.0,Carrier,1,False,US PWM,
CARRY_50_IS REY_US PWM,2025,7,IS REY,225,US PWM,493,45R1,40.0,Carrier,3,False,US PWM,
CARRY_51_IS REY_CA NWP,2025,7,IS REY,156,CA NWP,394,45P3,40.0,Carrier,1,False,CA NWP,
CARRY_52_IS REY_US PWM,2025,7,IS REY,156,US PWM,493,22K0,20.0,Carrier,1,False,US PWM,
CARRY_53_IS REY_CA NWP,2025,7,IS REY,225,CA NWP,394,45G1,40.0,Carrier,1,False,CA NWP,
CARRY_54_IS REY_CA NWP,2025,7,IS REY,225,CA NWP,394,22G1,20.0,Carrier,1,False,CA NWP,
CARRY_55_IS REY_CA NWP,2025,7,IS REY,0,CA NWP,394,22G1,20.0,Carrier,2,False,CA NWP,
CARRY_56_IS REY_US PWM,2025,7,IS REY,0,US PWM,493,45R1,40.0,Carrier,3,False,US PWM,
CARRY_57_IS REY_US PWM,2025,7,IS REY,8,US PWM,493,45R1,40.0,Carrier,1,False,US PWM,
CARRY_58_IS REY_CA HAL,2025,7,IS REY,0,CA HAL,333,45R1,40.0,Carrier,1,False,CA HAL,
CARRY_59_IS REY_CA NWP,2025,7,IS REY,0,CA NWP,394,45R1,40.0,Carrier,3,False,CA NWP,
CARRY_60_IS REY_CA NWP,2025,7,IS REY,0,CA NWP,394,45G1,40.0,Carrier,1,False,CA NWP,
CARRY_61_IS REY_CA HAL,2025,7,IS REY,0,CA HAL,333,45G1,40.0,Carrier,1,False,CA HAL,
CARRY_62_IS REY_CA NWP,2025,7,IS REY,0,CA NWP,394,22G1,20.0,Carrier,2,False,CA NWP,
CARRY_63_IS REY_CA HAL,2025,7,IS REY,0,CA HAL,333,45R1,40.0,Carrier,8,False,CA HAL,
k0_22G1_20_LEASED,2025,5,IS GRT,66,NL RTM,178,22G1,20.0,LEASED,3,False,NL RTM,ONEWAY
k1_22G1_20_CARRIER,2025,5,IS GRT,66,NL RTM,178,22G1,20.0,CARRIER,7,False,NL RTM,CABOTAGE
k2_22GB_20_LEASED,2025,5,IS GRT,66,NL RTM,178,22GB,20.0,LEASED,1,False,NL RTM,MASTER
k3_22G1_20_LEASED,2025,5,IS GRT,66,NL RTM,178,22G1,20.0,LEASED,2,False,NL RTM,ONEWAY
k4_45G1_40_CARRIER,2025,6,IS REY,74,DE BRV,183,45G1,40.0,CARRIER,1,False,DE BRV,PURCHASE_AGREEMENT
k5_22G1_20_CARRIER,2025,6,IS REY,95,NL RTM,178,22G1,20.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k6_45G1_40_CARRIER,2025,6,IS REY,95,NL RTM,178,45G1,40.0,CARRIER,1,False,NL RTM,LONG
k7_45R1_40_CARRIER,2025,6,IS REY,95,NL RTM,178,45R1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k8_22GB_20_CARRIER,2025,6,IS GRT,234,NL RTM,331,22GB,20.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k9_22G1_20_CARRIER,2025,6,IS GRT,234,NL RTM,331,22G1,20.0,CARRIER,6,False,NL RTM,CABOTAGE
k10_22GB_20_CARRIER,2025,6,IS GRT,234,NL RTM,331,22GB,20.0,CARRIER,1,False,NL RTM,LONG
k11_42P3_40_LEASED,2025,6,IS GRT,234,NL RTM,331,42P3,40.0,LEASED,1,False,NL RTM,MASTER
k12_22G1_20_CARRIER,2025,6,IS REY,74,DE BRV,183,22G1,20.0,CARRIER,1,False,DE BRV,CABOTAGE
k13_4EG1_40_CARRIER,2025,6,IS REY,95,NL RTM,178,4EG1,40.0,CARRIER,1,False,NL RTM,LONG
k14_22G1_20_CARRIER,2025,6,IS REY,74,DE BRV,183,22G1,20.0,CARRIER,1,False,DE BRV,LONG
k15_22G1_20_LEASED,2025,6,IS REY,74,DE BRV,183,22G1,20.0,LEASED,1,False,DE BRV,PURCHASE
k16_22G1_20_LEASED,2025,6,IS REY,95,NL RTM,178,22G1,20.0,LEASED,1,False,NL RTM,PURCHASE
k17_45G1_40_CARRIER,2025,6,IS REY,63,FO THO,139,45G1,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k18_45G1_40_CARRIER,2025,6,IS REY,74,DE BRV,183,45G1,40.0,CARRIER,1,False,DE BRV,LONG
k19_45G1_40_CARRIER,2025,6,IS REY,63,FO THO,139,45G1,40.0,CARRIER,3,False,FO THO,LONG
k20_45R1_40_CARRIER,2025,6,IS REY,95,NL RTM,178,45R1,40.0,CARRIER,2,False,NL RTM,PURCHASE_AGREEMENT
k21_45G1_40_LEASED,2025,6,IS REY,63,FO THO,139,45G1,40.0,LEASED,1,False,FO THO,MASTER
k22_45G1_40_CARRIER,2025,6,US PWM,14,GB IMM,497,45G1,40.0,CARRIER,3,False,GB IMM,PURCHASE_AGREEMENT
k23_45G1_40_CARRIER,2025,6,US PWM,14,DE BRV,509,45G1,40.0,CARRIER,1,False,DE BRV,PURCHASE_AGREEMENT
k24_45G1_40_CARRIER,2025,6,US PWM,14,NL RTM,498,45G1,40.0,CARRIER,1,False,NL RTM,CABOTAGE
k25_45G1_40_CARRIER,2025,6,US PWM,14,DE BRV,509,45G1,40.0,CARRIER,4,False,DE BRV,LONG
k26_45R1_40_CARRIER,2025,6,US PWM,14,IS REY,254,45R1,40.0,CARRIER,2,False,IS REY,LONG
k27_45R1_40_CARRIER,2025,6,US PWM,14,NL RTM,498,45R1,40.0,CARRIER,2,False,NL RTM,LONG
k28_22G1_20_CARRIER,2025,7,CA HAL,51,IS REY,254,22G1,20.0,CARRIER,1,False,IS REY,LONG
k29_45R1_40_CARRIER,2025,7,CA HAL,51,IS REY,254,45R1,40.0,CARRIER,1,False,IS REY,LONG
k30_45R1_40_CARRIER,2025,7,CA HAL,51,NL RTM,498,45R1,40.0,CARRIER,1,False,NL RTM,LONG
k31_42P3_40_LEASED,2025,7,CA HAL,51,IS REY,254,42P3,40.0,LEASED,1,False,IS REY,ONEWAY
k32_45G1_40_CARRIER,2025,7,CA NWP,91,IS REY,254,45G1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k33_22G1_20_CARRIER,2025,7,CA NWP,91,NL RTM,498,22G1,20.0,CARRIER,1,False,NL RTM,CABOTAGE
k34_45G1_40_CARRIER,2025,7,CA NWP,91,IS REY,254,45G1,40.0,CARRIER,1,True,NO FRK,LONG
k35_22G1_20_SHIPPER,2025,7,CA NWP,91,NL RTM,498,22G1,20.0,SHIPPER,1,False,NL RTM,
k36_22G1_20_CARRIER,2025,7,DE BRV,36,FO THO,137,22G1,20.0,CARRIER,1,False,FO THO,LONG
k37_42P3_40_CARRIER,2025,7,DE BRV,36,IS REY,175,42P3,40.0,CARRIER,1,True,US PWM,CABOTAGE
k38_45G1_40_CARRIER,2025,7,DE BRV,36,IS GRT,368,45G1,40.0,CARRIER,1,False,IS GRT,LONG
k39_42P3_40_CARRIER,2025,7,DE BRV,36,IS REY,175,42P3,40.0,CARRIER,1,False,IS REY,LONG
k40_LNRB_45_CARRIER,2025,7,DE BRV,36,IS REY,175,LNRB,45.0,CARRIER,1,True,CA NWP,LONG
k41_45R1_40_CARRIER,2025,7,DE BRV,36,IS REY,175,45R1,40.0,CARRIER,1,False,IS REY,LONG
k42_45G1_40_LEASED,2025,7,DE BRV,36,IS REY,175,45G1,40.0,LEASED,1,False,IS REY,MASTER
k43_45G1_40_LEASED,2025,7,DE BRV,36,IS REY,175,45G1,40.0,LEASED,1,False,IS REY,ONEWAY
k44_45G1_40_LEASED,2025,7,DE BRV,36,IS REY,175,45G1,40.0,LEASED,1,False,IS REY,ONEWAY
k45_22B0_20_CARRIER,2025,7,DK AAR,97,FO THO,137,22B0,20.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k46_42P3_40_CARRIER,2025,7,DK AAR,97,FO THO,137,42P3,40.0,CARRIER,2,False,FO THO,PURCHASE_AGREEMENT
k47_22G1_20_CARRIER,2025,7,DK AAR,97,FO THO,137,22G1,20.0,CARRIER,1,False,FO THO,CABOTAGE
k48_22G1_20_CARRIER,2025,7,DK AAR,97,FO THO,137,22G1,20.0,CARRIER,2,False,FO THO,LONG
k49_42P3_40_CARRIER,2025,7,DK AAR,137,FO THO,188,42P3,40.0,CARRIER,1,False,FO THO,LONG
k50_45G1_40_CARRIER,2025,7,DK AAR,97,FO THO,137,45G1,40.0,CARRIER,3,False,FO THO,LONG
k51_4EG1_40_CARRIER,2025,7,DK AAR,137,FO THO,188,4EG1,40.0,CARRIER,2,False,FO THO,LONG
k52_22U1_20_LEASED,2025,7,DK AAR,137,FO THO,188,22U1,20.0,LEASED,1,False,FO THO,ONEWAY
k53_45G1_40_LEASED,2025,7,DK AAR,137,FO THO,188,45G1,40.0,LEASED,1,False,FO THO,ONEWAY
k54_45G1_40_SHIPPER,2025,7,DK AAR,137,FO THO,188,45G1,40.0,SHIPPER,1,False,FO THO,
k55_45R1_40_SHIPPER,2025,7,DK AAR,137,FO THO,188,45R1,40.0,SHIPPER,1,False,FO THO,
k56_45R1_40_LEASED,2025,7,DK AAR,137,FO THO,188,45R1,40.0,LEASED,1,False,FO THO,ONEWAY
k57_42P3_40_CARRIER,2025,7,DK AAR,97,IS REY,175,42P3,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k58_4EG1_40_CARRIER,2025,7,DK AAR,97,IS REY,175,4EG1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k59_42P3_40_CARRIER,2025,7,DK AAR,97,US PWM,440,42P3,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k60_45G1_40_CARRIER,2025,7,DK AAR,97,IS REY,175,45G1,40.0,CARRIER,7,False,IS REY,CABOTAGE
k61_22G1_20_CARRIER,2025,7,DK AAR,97,IS REY,175,22G1,20.0,CARRIER,1,True,CA NWP,CABOTAGE
k62_22G1_20_CARRIER,2025,7,DK AAR,97,IS REY,175,22G1,20.0,CARRIER,1,True,CA HAL,LONG
k63_4EG1_40_CARRIER,2025,7,DK AAR,97,IS REY,175,4EG1,40.0,CARRIER,1,False,IS REY,LONG
k64_45R1_40_CARRIER,2025,7,DK AAR,137,IS REY,225,45R1,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k65_45G1_40_LEASED,2025,7,DK AAR,97,IS REY,175,45G1,40.0,LEASED,1,False,IS REY,MASTER
k66_45G1_40_LEASED,2025,7,DK AAR,97,IS REY,175,45G1,40.0,LEASED,1,False,IS REY,ONEWAY
k67_42U1_40_CARRIER,2025,7,FO THO,136,DK AAR,245,42U1,40.0,CARRIER,1,False,DK AAR,LONG
k68_22K0_20_SHIPPER,2025,7,FO THO,136,DK AAR,245,22K0,20.0,SHIPPER,1,False,DK AAR,
k69_42P3_40_LEASED,2025,7,FO THO,136,DK AAR,245,42P3,40.0,LEASED,2,False,DK AAR,MASTER
k70_45R1_40_CARRIER,2025,7,FO THO,142,IS REY,175,45R1,40.0,CARRIER,1,True,CA HAL,PURCHASE_AGREEMENT
k71_45R1_40_CARRIER,2025,7,FO THO,142,US PWM,440,45R1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k72_45R1_40_CARRIER,2025,7,FO THO,142,IS REY,175,45R1,40.0,CARRIER,1,True,CA HAL,LONG
k73_22G1_20_CARRIER,2025,7,FO THO,148,PL SWI,246,22G1,20.0,CARRIER,1,False,PL SWI,LONG
k74_4EG1_40_CARRIER,2025,7,FO THO,148,PL SWI,246,4EG1,40.0,CARRIER,1,False,PL SWI,LONG
k75_45R1_40_LEASED,2025,7,FO THO,148,PL SWI,246,45R1,40.0,LEASED,2,False,PL SWI,ONEWAY
k76_42P3_40_LEASED,2025,7,FO THO,148,PL SWI,246,42P3,40.0,LEASED,1,False,PL SWI,MASTER
k77_22G1_20_LEASED,2025,7,FO THO,136,SE HEL,224,22G1,20.0,LEASED,1,False,SE HEL,MASTER
k78_22G1_20_CARRIER,2025,7,GB IMM,68,FO THO,188,22G1,20.0,CARRIER,1,False,FO THO,LONG
k79_45R1_40_CARRIER,2025,7,GB IMM,68,FO THO,188,45R1,40.0,CARRIER,2,False,FO THO,PURCHASE_AGREEMENT
k80_LNRB_45_LEASED,2025,7,GB IMM,68,FO THO,188,LNRB,45.0,LEASED,1,False,FO THO,PURCHASE
k81_22K0_20_CARRIER,2025,7,GB IMM,68,IS REY,225,22K0,20.0,CARRIER,1,False,IS REY,LONG
k82_45R1_40_CARRIER,2025,7,GB IMM,68,US PWM,440,45R1,40.0,CARRIER,1,False,US PWM,LONG
k83_45R1_40_CARRIER,2025,7,GB IMM,68,IS REY,225,45R1,40.0,CARRIER,2,False,IS REY,LONG
k84_42P3_40_CARRIER,2025,7,GB TEE,99,IS REY,156,42P3,40.0,CARRIER,1,False,IS REY,PURCHASE_AGREEMENT
k85_45G1_40_CARRIER,2025,7,GB TEE,99,IS REY,156,45G1,40.0,CARRIER,2,False,IS REY,LONG
k86_45R1_40_CARRIER,2025,7,GB TEE,99,IS REY,156,45R1,40.0,CARRIER,2,False,IS REY,PURCHASE_AGREEMENT
k87_22G1_20_LEASED,2025,7,GB TEE,99,IS REY,156,22G1,20.0,LEASED,1,False,IS REY,MASTER
k88_4EG1_40_CARRIER,2025,7,IS REY,260,NL RTM,331,4EG1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k89_45R1_40_CARRIER,2025,7,IS REY,277,US PWM,440,45R1,40.0,CARRIER,1,False,US PWM,PURCHASE_AGREEMENT
k90_45R1_40_CARRIER,2025,7,IS REY,260,NL RTM,331,45R1,40.0,CARRIER,1,False,NL RTM,PURCHASE_AGREEMENT
k91_45R1_40_CARRIER,2025,7,IS REY,260,NL RTM,331,45R1,40.0,CARRIER,1,False,NL RTM,LONG
k92_22K0_20_SHIPPER,2025,7,IS REY,260,NL RTM,331,22K0,20.0,SHIPPER,1,False,NL RTM,
k93_22G1_20_CARRIER,2025,7,IS GRT,402,IS REY,404,22G1,20.0,CARRIER,1,True,GB IMM,PURCHASE_AGREEMENT
k94_22G1_20_CARRIER,2025,7,IS GRT,402,IS REY,404,22G1,20.0,CARRIER,1,True,GB IMM,LONG
k95_42P3_40_CARRIER,2025,7,IS GRT,402,NL RTM,498,42P3,40.0,CARRIER,2,False,NL RTM,LONG
k96_22G1_20_LEASED,2025,7,IS GRT,402,NL RTM,498,22G1,20.0,LEASED,1,False,NL RTM,PURCHASE
k97_22G1_20_CARRIER,2025,7,IS REY,260,NL RTM,331,22G1,20.0,CARRIER,1,False,NL RTM,CABOTAGE
k98_45G1_40_CARRIER,2025,7,IS REY,260,NL RTM,331,45G1,40.0,CARRIER,1,False,NL RTM,CABOTAGE
k99_22G1_20_CARRIER,2025,7,IS REY,260,NL RTM,331,22G1,20.0,CARRIER,1,False,NL RTM,LONG
k100_22G1_20_LEASED,2025,7,IS REY,260,NL RTM,331,22G1,20.0,LEASED,1,False,NL RTM,PURCHASE
k101_45U1_40_CARRIER,2025,7,IS REY,74,DK AAR,245,45U1,40.0,CARRIER,1,False,DK AAR,PURCHASE_AGREEMENT
k102_45G1_40_CARRIER,2025,7,IS REY,58,CA HAL,326,45G1,40.0,CARRIER,1,False,CA HAL,PURCHASE_AGREEMENT
k103_45G1_40_CARRIER,2025,7,IS REY,74,DE BRV,183,45G1,40.0,CARRIER,3,False,DE BRV,LONG
k104_22G1_20_CARRIER,2025,7,IS REY,74,DE BRV,183,22G1,20.0,CARRIER,1,False,DE BRV,LONG
k105_45R1_40_CARRIER,2025,7,IS REY,74,DE BRV,183,45R1,40.0,CARRIER,2,False,DE BRV,PURCHASE_AGREEMENT
k106_22G1_20_LEASED,2025,7,IS REY,74,DK AAR,245,22G1,20.0,LEASED,1,False,DK AAR,ONEWAY
k107_45G1_40_CARRIER,2025,7,IS REY,74,DK AAR,245,45G1,40.0,CARRIER,1,False,DK AAR,LONG
k108_22G1_20_LEASED,2025,7,IS REY,74,DK AAR,245,22G1,20.0,LEASED,1,False,DK AAR,MASTER
k109_45R1_40_LEASED,2025,7,IS REY,74,DK AAR,245,45R1,40.0,LEASED,1,False,DK AAR,ONEWAY
k110_45R1_40_CARRIER,2025,7,IS REY,74,GB IMM,190,45R1,40.0,CARRIER,1,False,GB IMM,PURCHASE_AGREEMENT
k111_45R1_40_CARRIER,2025,7,IS REY,63,FO THO,139,45R1,40.0,CARRIER,1,False,FO THO,PURCHASE_AGREEMENT
k112_45R1_40_CARRIER,2025,7,IS REY,74,GB IMM,190,45R1,40.0,CARRIER,1,False,GB IMM,LONG
k113_45G1_40_CARRIER,2025,7,IS REY,63,IS VES,89,45G1,40.0,CARRIER,1,False,IS VES,PURCHASE_AGREEMENT
k114_22G1_20_CARRIER,2025,7,IS REY,63,IS VES,89,22G1,20.0,CARRIER,1,False,IS VES,LONG
