Line,Vessel,DepPort,DepHour,ArrPort,ArrHour,Capacity,Cost
Blue Line,WAIT,GB TEE,421,GB TEE,432,10000,0.0
Blue Line,WAIT,IS REY,432,IS REY,489,10000,0.0
Blue Line,WAIT,GB TEE,432,GB TEE,589,10000,0.0
Blue Line,WAIT,IS REY,489,IS REY,534,10000,0.0
Blue Line,WAIT,NL RTM,503,NL RTM,569,10000,0.0
Blue Line,WAIT,IS REY,534,IS REY,584,10000,0.0
Blue Line,WAIT,IS GRT,536,IS GRT,569,10000,0.0
Blue Line,WAIT,IS GRT,569,IS GRT,704,10000,0.0
Blue Line,WAIT,IS REY,584,IS REY,602,10000,0.0
Blue Line,WAIT,GB TEE,589,GB TEE,599,10000,0.0
Blue Line,WAIT,IS REY,602,IS REY,660,10000,0.0
Blue Line,WAIT,IS REY,660,IS REY,702,10000,0.0
Blue Line,WAIT,IS REY,702,IS REY,740,10000,0.0
Blue Line,WAIT,IS GRT,704,IS GRT,738,10000,0.0
Blue Line,WAIT,IS REY,740,IS REY,767,10000,0.0
Green Line,AVA,IS REY,214,US PWM,429,40,1.0
Green Line,AVA,US PWM,472,CA HAL,511,40,1.0
Green Line,AVA,CA HAL,520,IS REY,664,40,1.0
Green Line,BAK,US PWM,132,CA HAL,157,50,1.0
Green Line,BAK,CA HAL,166,CA NWP,230,50,1.0
Green Line,BAK,CA NWP,251,IS REY,366,50,1.0
Green Line,BAK,IS REY,410,US PWM,631,24,1.0
Green Line,BAK,US PWM,686,CA HAL,714,50,1.0
Green Line,BAK,CA HAL,723,CA NWP,755,50,1.0
Green Line,BAK,CA NWP,763,IS REY,926,50,1.0
Green Line,VIV,IS REY,45,US PWM,202,60,1.0
Green Line,VIV,US PWM,252,CA HAL,296,60,1.0
Green Line,VIV,CA HAL,309,CA NWP,343,60,1.0
Green Line,VIV,CA NWP,354,IS REY,481,58,1.0
Green Line,WAIT,IS REY,0,IS REY,45,10000,0.0
Green Line,WAIT,US PWM,0,US PWM,132,10000,0.0
Green Line,WAIT,CA HAL,0,CA HAL,166,10000,0.0
Green Line,WAIT,CA NWP,0,CA NWP,251,10000,0.0
Green Line,WAIT,IS REY,17,IS REY,45,10000,0.0
Green Line,WAIT,IS REY,45,IS REY,214,10000,0.0
Green Line,WAIT,US PWM,79,US PWM,132,10000,0.0
Green Line,WAIT,US PWM,132,US PWM,202,10000,0.0
Green Line,WAIT,CA HAL,157,CA HAL,166,10000,0.0
Green Line,WAIT,CA HAL,166,CA HAL,296,10000,0.0
Green Line,WAIT,US PWM,202,US PWM,252,10000,0.0
Green Line,WAIT,IS REY,214,IS REY,360,10000,0.0
Green Line,WAIT,CA NWP,230,CA NWP,251,10000,0.0
Green Line,WAIT,CA NWP,251,CA NWP,343,10000,0.0
Green Line,WAIT,US PWM,252,US PWM,429,10000,0.0
Green Line,WAIT,CA HAL,296,CA HAL,309,10000,0.0
Green Line,WAIT,CA HAL,309,CA HAL,511,10000,0.0
Green Line,WAIT,CA NWP,343,CA NWP,354,10000,0.0
Green Line,WAIT,CA NWP,354,CA NWP,755,10000,0.0
Green Line,WAIT,IS REY,360,IS REY,366,10000,0.0
Green Line,WAIT,IS REY,366,IS REY,382,10000,0.0
Green Line,WAIT,IS REY,382,IS REY,410,10000,0.0
Green Line,WAIT,IS REY,410,IS REY,481,10000,0.0
Green Line,WAIT,US PWM,429,US PWM,472,10000,0.0
Green Line,WAIT,US PWM,472,US PWM,631,10000,0.0
Green Line,WAIT,IS REY,481,IS REY,582,10000,0.0
Green Line,WAIT,CA HAL,511,CA HAL,520,10000,0.0
Green Line,WAIT,CA HAL,520,CA HAL,714,10000,0.0
Green Line,WAIT,IS REY,582,IS REY,664,10000,0.0
Green Line,WAIT,US PWM,631,US PWM,686,10000,0.0
Green Line,WAIT,IS REY,664,IS REY,731,10000,0.0
Green Line,WAIT,CA HAL,714,CA HAL,723,10000,0.0
Green Line,WAIT,IS REY,731,IS REY,926,10000,0.0
Green Line,WAIT,CA NWP,755,CA NWP,763,10000,0.0
Green Line,WAIT,IS REY,926,IS REY,958,10000,0.0
Red Line,BRU,IS REY,19,GL GOH,86,130,1.0
Red Line,BRU,GL GOH,104,IS REY,193,130,1.0
Red Line,BRU,IS REY,234,IS RFJ,264,130,1.0
Red Line,BRU,IS RFJ,268,FO THO,289,130,1.0
Red Line,BRU,FO THO,297,DE BRV,348,130,1.0
Red Line,BRU,DE BRV,364,SE HEL,393,130,1.0
Red Line,BRU,SE HEL,407,DK AAR,414,130,1.0
Red Line,BRU,DK AAR,430,IS REY,510,130,1.0
Red Line,BRU,IS REY,527,GL GOH,603,130,1.0
Red Line,BRU,GL GOH,621,IS REY,713,130,1.0
Red Line,DET,DE BRV,17,SE HEL,55,140,1.0
Red Line,DET,SE HEL,70,DK AAR,77,140,1.0
Red Line,DET,DK AAR,93,IS REY,172,140,1.0
Red Line,DET,IS REY,192,GL GOH,263,140,1.0
Red Line,DET,GL GOH,281,IS REY,368,140,1.0
Red Line,DET,IS REY,404,IS RFJ,427,140,1.0
Red Line,DET,IS RFJ,434,FO THO,452,140,1.0
Red Line,DET,FO THO,459,DE BRV,510,140,1.0
Red Line,DET,DE BRV,527,SE HEL,558,140,1.0
Red Line,DET,SE HEL,575,DK AAR,581,140,1.0
Red Line,DET,DK AAR,599,FO THO,643,140,1.0
Red Line,DET,FO THO,649,IS REY,680,140,1.0
Red Line,DET,IS REY,698,GL GOH,761,140,1.0
Red Line,DET,GL GOH,781,FO THO,986,140,1.0
Red Line,TUK,CZ DDD,305,DK AAR,318,140,1.0
Red Line,TUK,DK AAR,327,IS REY,405,140,1.0
Red Line,TUK,IS REY,424,GL GOH,511,140,1.0
Red Line,TUK,GL GOH,530,IS REY,602,140,1.0
Red Line,WAIT,IS REY,0,IS REY,19,10000,0.0
Red Line,WAIT,GL GOH,0,GL GOH,104,10000,0.0
Red Line,WAIT,IS RFJ,0,IS RFJ,268,10000,0.0
Red Line,WAIT,FO THO,0,FO THO,297,10000,0.0
Red Line,WAIT,DE BRV,0,DE BRV,17,10000,0.0
Red Line,WAIT,SE HEL,0,SE HEL,70,10000,0.0
Red Line,WAIT,DK AAR,0,DK AAR,93,10000,0.0
Red Line,WAIT,CZ DDD,0,CZ DDD,305,10000,0.0
Red Line,WAIT,IS REY,6,IS REY,19,10000,0.0
Red Line,WAIT,DE BRV,17,DE BRV,348,10000,0.0
Red Line,WAIT,IS REY,19,IS REY,172,10000,0.0
Red Line,WAIT,SE HEL,55,SE HEL,70,10000,0.0
Red Line,WAIT,SE HEL,70,SE HEL,393,10000,0.0
Red Line,WAIT,DK AAR,77,DK AAR,93,10000,0.0
Red Line,WAIT,GL GOH,86,GL GOH,104,10000,0.0
Red Line,WAIT,DK AAR,93,DK AAR,318,10000,0.0
Red Line,WAIT,GL GOH,104,GL GOH,263,10000,0.0
Red Line,WAIT,IS REY,172,IS REY,192,10000,0.0
Red Line,WAIT,IS REY,192,IS REY,193,10000,0.0
Red Line,WAIT,IS REY,193,IS REY,234,10000,0.0
Red Line,WAIT,IS REY,234,IS REY,368,10000,0.0
Red Line,WAIT,GL GOH,263,GL GOH,281,10000,0.0
Red Line,WAIT,IS RFJ,264,IS RFJ,268,10000,0.0
Red Line,WAIT,IS RFJ,268,IS RFJ,427,10000,0.0
Red Line,WAIT,GL GOH,281,GL GOH,511,10000,0.0
Red Line,WAIT,FO THO,289,FO THO,297,10000,0.0
Red Line,WAIT,FO THO,297,FO THO,452,10000,0.0
Red Line,WAIT,DK AAR,318,DK AAR,327,10000,0.0
Red Line,WAIT,DK AAR,327,DK AAR,414,10000,0.0
Red Line,WAIT,DE BRV,348,DE BRV,364,10000,0.0
Red Line,WAIT,DE BRV,364,DE BRV,510,10000,0.0
Red Line,WAIT,IS REY,368,IS REY,404,10000,0.0
Red Line,WAIT,SE HEL,393,SE HEL,407,10000,0.0
Red Line,WAIT,IS REY,404,IS REY,405,10000,0.0
Red Line,WAIT,IS REY,405,IS REY,424,10000,0.0
Red Line,WAIT,SE HEL,407,SE HEL,558,10000,0.0
Red Line,WAIT,DK AAR,414,DK AAR,430,10000,0.0
Red Line,WAIT,IS REY,424,IS REY,510,10000,0.0
Red Line,WAIT,IS RFJ,427,IS RFJ,434,10000,0.0
Red Line,WAIT,DK AAR,430,DK AAR,581,10000,0.0
Red Line,WAIT,FO THO,452,FO THO,459,10000,0.0
Red Line,WAIT,FO THO,459,FO THO,643,10000,0.0
Red Line,WAIT,IS REY,510,IS REY,527,10000,0.0
Red Line,WAIT,DE BRV,510,DE BRV,527,10000,0.0
Red Line,WAIT,GL GOH,511,GL GOH,530,10000,0.0
Red Line,WAIT,IS REY,527,IS REY,602,10000,0.0
Red Line,WAIT,GL GOH,530,GL GOH,603,10000,0.0
Red Line,WAIT,SE HEL,558,SE HEL,575,10000,0.0
Red Line,WAIT,DK AAR,581,DK AAR,599,10000,0.0
Red Line,WAIT,IS REY,602,IS REY,616,10000,0.0
Red Line,WAIT,GL GOH,603,GL GOH,621,10000,0.0
Red Line,WAIT,IS REY,616,IS REY,680,10000,0.0
Red Line,WAIT,GL GOH,621,GL GOH,761,10000,0.0
Red Line,WAIT,FO THO,643,FO THO,649,10000,0.0
Red Line,WAIT,FO THO,649,FO THO,986,10000,0.0
Red Line,WAIT,IS REY,680,IS REY,698,10000,0.0
Red Line,WAIT,IS REY,698,IS REY,713,10000,0.0
Red Line,WAIT,IS REY,713,IS REY,735,10000,0.0
Red Line,WAIT,GL GOH,761,GL GOH,781,10000,0.0
Red Line,WAIT,FO THO,986,FO THO,1002,10000,0.0
TRANS,AVA->DET,IS REY,664,IS REY,698,40,1.0
TRANS,AVA->JOR,IS REY,664,IS REY,702,40,1.0
TRANS,BAK->BRU,IS REY,366,IS REY,527,50,1.0
TRANS,BAK->DET,IS REY,366,IS REY,404,50,1.0
TRANS,BAK->DET,IS REY,366,IS REY,698,50,1.0
TRANS,BAK->JOR,IS REY,366,IS REY,432,50,1.0
TRANS,BAK->JOR,IS REY,366,IS REY,702,50,1.0
TRANS,BAK->SKO,IS REY,366,IS REY,412,50,1.0
TRANS,BAK->TUK,IS REY,366,IS REY,424,50,1.0
TRANS,BAK->VED,IS REY,366,IS REY,534,50,1.0
TRANS,BRU->AVA,IS REY,193,IS REY,214,40,1.0
TRANS,BRU->BAK,IS REY,193,IS REY,410,50,1.0
TRANS,BRU->JOR,IS REY,193,IS REY,366,110,1.0
TRANS,BRU->JOR,IS REY,193,IS REY,432,110,1.0
TRANS,BRU->JOR,IS REY,193,IS REY,702,110,1.0
TRANS,BRU->JOR,IS REY,510,IS REY,702,110,1.0
TRANS,BRU->LAG,IS REY,193,IS REY,239,50,1.0
TRANS,BRU->LAG,FO THO,289,FO THO,292,50,1.0
TRANS,BRU->LAG,FO THO,289,FO THO,501,50,1.0
TRANS,BRU->LAG,DK AAR,414,DK AAR,447,50,1.0
TRANS,BRU->SKO,IS REY,193,IS REY,412,50,1.0
TRANS,BRU->SKO,FO THO,289,FO THO,343,50,1.0
TRANS,BRU->SKO,FO THO,289,FO THO,460,50,1.0
TRANS,BRU->SKO,FO THO,289,FO THO,671,50,1.0
TRANS,BRU->SKO,DK AAR,414,DK AAR,615,50,1.0
TRANS,BRU->VED,IS REY,193,IS REY,198,100,1.0
TRANS,BRU->VED,IS REY,193,IS REY,261,100,1.0
TRANS,BRU->VED,IS REY,193,IS REY,534,100,1.0
TRANS,BRU->VED,IS REY,510,IS REY,534,100,1.0
TRANS,DET->AVA,IS REY,172,IS REY,214,40,1.0
TRANS,DET->BAK,IS REY,172,IS REY,410,50,1.0
TRANS,DET->BAK,IS REY,368,IS REY,410,50,1.0
TRANS,DET->JOR,IS REY,172,IS REY,366,110,1.0
TRANS,DET->JOR,IS REY,172,IS REY,432,110,1.0
TRANS,DET->JOR,IS REY,172,IS REY,702,110,1.0
TRANS,DET->JOR,IS REY,368,IS REY,432,110,1.0
TRANS,DET->JOR,IS REY,368,IS REY,702,110,1.0
TRANS,DET->JOR,IS REY,680,IS REY,702,110,1.0
TRANS,DET->LAG,DK AAR,77,DK AAR,110,50,1.0
TRANS,DET->LAG,DK AAR,77,DK AAR,447,50,1.0
TRANS,DET->LAG,IS REY,172,IS REY,239,50,1.0
TRANS,DET->LAG,FO THO,452,FO THO,501,50,1.0
TRANS,DET->SKO,DK AAR,77,DK AAR,278,50,1.0
TRANS,DET->SKO,DK AAR,77,DK AAR,615,50,1.0
TRANS,DET->SKO,IS REY,172,IS REY,412,50,1.0
TRANS,DET->SKO,IS REY,368,IS REY,412,50,1.0
TRANS,DET->SKO,FO THO,452,FO THO,460,50,1.0
TRANS,DET->SKO,FO THO,452,FO THO,671,50,1.0
TRANS,DET->SKO,DK AAR,581,DK AAR,615,50,1.0
TRANS,DET->SKO,FO THO,643,FO THO,671,50,1.0
TRANS,DET->VED,IS REY,172,IS REY,198,100,1.0
TRANS,DET->VED,IS REY,172,IS REY,261,100,1.0
TRANS,DET->VED,IS REY,172,IS REY,534,100,1.0
TRANS,DET->VED,IS REY,368,IS REY,534,100,1.0
TRANS,JOR->AVA,IS REY,68,IS REY,214,40,1.0
TRANS,JOR->BAK,IS REY,68,IS REY,410,50,1.0
TRANS,JOR->BAK,IS REY,324,IS REY,410,50,1.0
TRANS,JOR->BAK,IS REY,404,IS REY,410,50,1.0
TRANS,JOR->BRU,IS REY,68,IS REY,234,110,1.0
TRANS,JOR->BRU,IS REY,68,IS REY,527,110,1.0
TRANS,JOR->BRU,IS REY,324,IS REY,527,110,1.0
TRANS,JOR->BRU,IS REY,404,IS REY,527,110,1.0
TRANS,JOR->DET,IS REY,68,IS REY,192,110,1.0
TRANS,JOR->DET,IS REY,68,IS REY,404,110,1.0
TRANS,JOR->DET,IS REY,68,IS REY,698,110,1.0
TRANS,JOR->DET,IS REY,324,IS REY,404,110,1.0
TRANS,JOR->DET,IS REY,324,IS REY,698,110,1.0
TRANS,JOR->DET,IS REY,404,IS REY,698,110,1.0
TRANS,JOR->DET,IS REY,660,IS REY,698,110,1.0
TRANS,JOR->LAG,IS REY,68,IS REY,239,50,1.0
TRANS,JOR->SKO,IS REY,68,IS REY,412,50,1.0
TRANS,JOR->SKO,IS REY,324,IS REY,412,50,1.0
TRANS,JOR->SKO,IS REY,404,IS REY,412,50,1.0
TRANS,JOR->TUK,IS REY,68,IS REY,424,110,1.0
TRANS,JOR->TUK,IS REY,324,IS REY,424,110,1.0
TRANS,JOR->TUK,IS REY,404,IS REY,424,110,1.0
TRANS,LAG->AVA,IS REY,204,IS REY,214,40,1.0
TRANS,LAG->BAK,IS REY,204,IS REY,410,50,1.0
TRANS,LAG->BRU,DK AAR,85,DK AAR,430,50,1.0
TRANS,LAG->BRU,FO THO,160,FO THO,297,50,1.0
TRANS,LAG->BRU,IS REY,204,IS REY,234,50,1.0
TRANS,LAG->BRU,IS REY,204,IS REY,527,50,1.0
TRANS,LAG->BRU,FO THO,287,FO THO,297,50,1.0
TRANS,LAG->BRU,DK AAR,418,DK AAR,430,50,1.0
TRANS,LAG->DET,DK AAR,85,DK AAR,93,50,1.0
TRANS,LAG->DET,DK AAR,85,DK AAR,599,50,1.0
TRANS,LAG->DET,FO THO,160,FO THO,459,50,1.0
TRANS,LAG->DET,FO THO,160,FO THO,649,50,1.0
TRANS,LAG->DET,IS REY,204,IS REY,404,50,1.0
TRANS,LAG->DET,IS REY,204,IS REY,698,50,1.0
TRANS,LAG->DET,FO THO,287,FO THO,459,50,1.0
TRANS,LAG->DET,FO THO,287,FO THO,649,50,1.0
TRANS,LAG->DET,DK AAR,418,DK AAR,599,50,1.0
TRANS,LAG->DET,FO THO,495,FO THO,649,50,1.0
TRANS,LAG->DET,IS REY,554,IS REY,698,50,1.0
TRANS,LAG->JOR,IS REY,204,IS REY,366,50,1.0
TRANS,LAG->JOR,IS REY,204,IS REY,432,50,1.0
TRANS,LAG->JOR,IS REY,204,IS REY,702,50,1.0
TRANS,LAG->JOR,IS REY,554,IS REY,702,50,1.0
TRANS,LAG->TUK,DK AAR,85,DK AAR,327,50,1.0
TRANS,LAG->TUK,IS REY,204,IS REY,424,50,1.0
TRANS,LAG->VED,IS REY,204,IS REY,261,50,1.0
TRANS,LAG->VED,IS REY,204,IS REY,534,50,1.0
TRANS,SKO->BAK,IS REY,373,IS REY,410,50,1.0
TRANS,SKO->BRU,FO THO,109,FO THO,297,50,1.0
TRANS,SKO->BRU,DK AAR,250,DK AAR,430,50,1.0
TRANS,SKO->BRU,IS REY,373,IS REY,527,50,1.0
TRANS,SKO->DET,FO THO,109,FO THO,459,50,1.0
TRANS,SKO->DET,FO THO,109,FO THO,649,50,1.0
TRANS,SKO->DET,DK AAR,250,DK AAR,599,50,1.0
TRANS,SKO->DET,FO THO,336,FO THO,459,50,1.0
TRANS,SKO->DET,FO THO,336,FO THO,649,50,1.0
TRANS,SKO->DET,IS REY,373,IS REY,404,50,1.0
TRANS,SKO->DET,IS REY,373,IS REY,698,50,1.0
TRANS,SKO->DET,FO THO,458,FO THO,459,50,1.0
TRANS,SKO->DET,FO THO,458,FO THO,649,50,1.0
TRANS,SKO->JOR,IS REY,373,IS REY,432,50,1.0
TRANS,SKO->JOR,IS REY,373,IS REY,702,50,1.0
TRANS,SKO->TUK,DK AAR,250,DK AAR,327,50,1.0
TRANS,SKO->TUK,IS REY,373,IS REY,424,50,1.0
TRANS,SKO->VED,IS REY,373,IS REY,534,50,1.0
TRANS,TUK->BAK,IS REY,405,IS REY,410,50,1.0
TRANS,TUK->JOR,IS REY,405,IS REY,432,110,1.0
TRANS,TUK->JOR,IS REY,405,IS REY,702,110,1.0
TRANS,TUK->JOR,IS REY,602,IS REY,702,110,1.0
TRANS,TUK->LAG,DK AAR,318,DK AAR,447,50,1.0
TRANS,TUK->SKO,DK AAR,318,DK AAR,615,50,1.0
TRANS,TUK->SKO,IS REY,405,IS REY,412,50,1.0
TRANS,TUK->VED,IS REY,405,IS REY,534,100,1.0
TRANS,VED->AVA,IS REY,156,IS REY,214,40,1.0
TRANS,VED->BAK,IS REY,156,IS REY,410,50,1.0
TRANS,VED->BAK,IS REY,236,IS REY,410,50,1.0
TRANS,VED->BRU,IS REY,156,IS REY,234,100,1.0
TRANS,VED->BRU,IS REY,156,IS REY,527,100,1.0
TRANS,VED->BRU,IS REY,236,IS REY,527,100,1.0
TRANS,VED->BRU,IS REY,489,IS REY,527,100,1.0
TRANS,VED->DET,IS REY,156,IS REY,192,100,1.0
TRANS,VED->DET,IS REY,156,IS REY,404,100,1.0
TRANS,VED->DET,IS REY,156,IS REY,698,100,1.0
TRANS,VED->DET,IS REY,236,IS REY,404,100,1.0
TRANS,VED->DET,IS REY,236,IS REY,698,100,1.0
TRANS,VED->DET,IS REY,489,IS REY,698,100,1.0
TRANS,VED->DET,IS REY,584,IS REY,698,100,1.0
TRANS,VED->LAG,IS REY,156,IS REY,239,50,1.0
TRANS,VED->LAG,IS REY,236,IS REY,239,50,1.0
TRANS,VED->SKO,IS REY,156,IS REY,412,50,1.0
TRANS,VED->SKO,IS REY,236,IS REY,412,50,1.0
TRANS,VED->TUK,IS REY,156,IS REY,424,100,1.0
TRANS,VED->TUK,IS REY,236,IS REY,424,100,1.0
TRANS,VIV->BRU,IS REY,481,IS REY,527,60,1.0
TRANS,VIV->DET,IS REY,481,IS REY,698,60,1.0
TRANS,VIV->JOR,IS REY,481,IS REY,702,60,1.0
TRANS,VIV->VED,IS REY,481,IS REY,534,60,1.0
Yellow Line,LAG,GB IMM,1,NO FRK,56,43,1.0
Yellow Line,LAG,NO FRK,67,DK AAR,85,43,1.0
Yellow Line,LAG,DK AAR,110,FO THO,160,43,1.0
Yellow Line,LAG,FO THO,171,IS REY,204,43,1.0
Yellow Line,LAG,IS REY,239,IS VES,254,50,1.0
Yellow Line,LAG,IS VES,259,FO THO,287,50,1.0
Yellow Line,LAG,FO THO,292,GB IMM,340,50,1.0
Yellow Line,LAG,GB IMM,352,NO FRK,391,50,1.0
Yellow Line,LAG,NO FRK,400,DK AAR,418,50,1.0
Yellow Line,LAG,DK AAR,447,FO THO,495,50,1.0
Yellow Line,LAG,FO THO,501,IS REY,554,50,1.0
Yellow Line,SKO,IS REY,66,IS VES,76,50,1.0
Yellow Line,SKO,IS VES,79,FO THO,109,50,1.0
Yellow Line,SKO,FO THO,116,GB IMM,161,50,1.0
Yellow Line,SKO,GB IMM,168,DE BRV,198,50,1.0
Yellow Line,SKO,DE BRV,206,SE HEL,236,50,1.0
Yellow Line,SKO,SE HEL,244,DK AAR,250,50,1.0
Yellow Line,SKO,DK AAR,278,FO THO,336,50,1.0
Yellow Line,SKO,FO THO,343,IS REY,373,0,1.0
Yellow Line,SKO,IS REY,412,IS VES,427,50,1.0
Yellow Line,SKO,IS VES,431,FO THO,458,50,1.0
Yellow Line,SKO,FO THO,460,GB IMM,504,50,1.0
Yellow Line,SKO,GB IMM,511,PL SWI,567,50,1.0
Yellow Line,SKO,PL SWI,590,DK AAR,606,50,1.0
Yellow Line,SKO,DK AAR,615,FO THO,666,50,1.0
Yellow Line,SKO,FO THO,671,IS REY,706,50,1.0
Yellow Line,WAIT,GB IMM,0,GB IMM,1,10000,0.0
Yellow Line,WAIT,NO FRK,0,NO FRK,67,10000,0.0
Yellow Line,WAIT,DK AAR,0,DK AAR,110,10000,0.0
Yellow Line,WAIT,FO THO,0,FO THO,116,10000,0.0
Yellow Line,WAIT,IS REY,0,IS REY,66,10000,0.0
Yellow Line,WAIT,IS VES,0,IS VES,79,10000,0.0
Yellow Line,WAIT,DE BRV,0,DE BRV,206,10000,0.0
Yellow Line,WAIT,SE HEL,0,SE HEL,244,10000,0.0
Yellow Line,WAIT,PL SWI,0,PL SWI,590,10000,0.0
Yellow Line,WAIT,GB IMM,1,GB IMM,161,10000,0.0
Yellow Line,WAIT,IS REY,34,IS REY,66,10000,0.0
Yellow Line,WAIT,NO FRK,56,NO FRK,67,10000,0.0
Yellow Line,WAIT,IS REY,66,IS REY,204,10000,0.0
Yellow Line,WAIT,NO FRK,67,NO FRK,391,10000,0.0
Yellow Line,WAIT,IS VES,76,IS VES,79,10000,0.0
Yellow Line,WAIT,IS VES,79,IS VES,254,10000,0.0
Yellow Line,WAIT,DK AAR,85,DK AAR,110,10000,0.0
Yellow Line,WAIT,FO THO,109,FO THO,116,10000,0.0
Yellow Line,WAIT,DK AAR,110,DK AAR,250,10000,0.0
Yellow Line,WAIT,FO THO,116,FO THO,160,10000,0.0
Yellow Line,WAIT,FO THO,160,FO THO,171,10000,0.0
Yellow Line,WAIT,GB IMM,161,GB IMM,168,10000,0.0
Yellow Line,WAIT,GB IMM,168,GB IMM,340,10000,0.0
Yellow Line,WAIT,FO THO,171,FO THO,287,10000,0.0
Yellow Line,WAIT,DE BRV,198,DE BRV,206,10000,0.0
Yellow Line,WAIT,IS REY,204,IS REY,238,10000,0.0
Yellow Line,WAIT,SE HEL,236,SE HEL,244,10000,0.0
Yellow Line,WAIT,IS REY,238,IS REY,239,10000,0.0
Yellow Line,WAIT,IS REY,239,IS REY,373,10000,0.0
Yellow Line,WAIT,DK AAR,250,DK AAR,278,10000,0.0
Yellow Line,WAIT,IS VES,254,IS VES,259,10000,0.0
Yellow Line,WAIT,IS VES,259,IS VES,427,10000,0.0
Yellow Line,WAIT,DK AAR,278,DK AAR,418,10000,0.0
Yellow Line,WAIT,FO THO,287,FO THO,292,10000,0.0
Yellow Line,WAIT,FO THO,292,FO THO,336,10000,0.0
Yellow Line,WAIT,FO THO,336,FO THO,343,10000,0.0
Yellow Line,WAIT,GB IMM,340,GB IMM,352,10000,0.0
Yellow Line,WAIT,FO THO,343,FO THO,458,10000,0.0
Yellow Line,WAIT,GB IMM,352,GB IMM,504,10000,0.0
Yellow Line,WAIT,IS REY,373,IS REY,412,10000,0.0
Yellow Line,WAIT,NO FRK,391,NO FRK,400,10000,0.0
Yellow Line,WAIT,IS REY,412,IS REY,554,10000,0.0
Yellow Line,WAIT,DK AAR,418,DK AAR,447,10000,0.0
Yellow Line,WAIT,IS VES,427,IS VES,431,10000,0.0
Yellow Line,WAIT,DK AAR,447,DK AAR,606,10000,0.0
Yellow Line,WAIT,FO THO,458,FO THO,460,10000,0.0
Yellow Line,WAIT,FO THO,460,FO THO,495,10000,0.0
Yellow Line,WAIT,FO THO,495,FO THO,501,10000,0.0
Yellow Line,WAIT,FO THO,501,FO THO,666,10000,0.0
