Line,Vessel,DepPort,DepHour,ArrPort,ArrHour,Capacity,Cost
Green Line,WAIT,CA HAL,362,CA HAL,390,10000,0.0
Green Line,WAIT,CA HAL,390,CA HAL,494,10000,0.0
Green Line,WAIT,IS REY,416,IS REY,422,10000,0.0
Green Line,WAIT,IS REY,422,IS REY,445,10000,0.0
Green Line,WAIT,US PWM,429,US PWM,468,10000,0.0
Green Line,WAIT,IS REY,445,IS REY,454,10000,0.0
Green Line,WAIT,IS REY,454,IS REY,581,10000,0.0
Green Line,WAIT,US PWM,468,US PWM,608,10000,0.0
Green Line,WAIT,CA NWP,468,CA NWP,476,10000,0.0
Green Line,WAIT,CA NWP,476,CA NWP,537,10000,0.0
Green Line,WAIT,CA HAL,494,CA HAL,501,10000,0.0
Green Line,WAIT,CA NWP,537,CA NWP,562,10000,0.0
Green Line,WAIT,IS REY,581,IS REY,684,10000,0.0
Green Line,WAIT,US PWM,608,US PWM,661,10000,0.0
Green Line,WAIT,IS REY,684,IS REY,756,10000,0.0
Green Line,WAIT,IS REY,756,IS REY,768,10000,0.0
Green Line,WAIT,IS REY,768,IS REY,815,10000,0.0
Green Line,WAIT,IS REY,815,IS REY,888,10000,0.0
Red Line,BRU,IS REY,23,GL GOH,99,130,1.0
Red Line,BRU,GL GOH,117,IS REY,209,130,1.0
Red Line,BRU,IS REY,242,IS RFJ,270,130,1.0
Red Line,BRU,IS RFJ,275,FO THO,295,130,1.0
Red Line,BRU,FO THO,304,DE BRV,351,130,1.0
Red Line,BRU,DE BRV,363,SE HEL,392,130,1.0
Red Line,BRU,SE HEL,407,DK AAR,413,130,1.0
Red Line,BRU,DK AAR,431,IS REY,511,130,1.0
Red Line,BRU,IS REY,526,GL GOH,606,130,1.0
Red Line,BRU,GL GOH,631,IS REY,700,130,1.0
Red Line,DET,DE BRV,23,SE HEL,54,140,1.0
Red Line,DET,SE HEL,71,DK AAR,77,140,1.0
Red Line,DET,DK AAR,95,FO THO,139,140,1.0
Red Line,DET,FO THO,145,IS REY,176,140,1.0
Red Line,DET,IS REY,194,GL GOH,257,140,1.0
Red Line,DET,GL GOH,277,FO THO,482,140,1.0
Red Line,DET,FO THO,500,DE BRV,545,62,1.0
Red Line,DET,DE BRV,556,SE HEL,593,140,1.0
Red Line,DET,SE HEL,603,DK AAR,608,140,1.0
Red Line,DET,DK AAR,625,FO THO,671,140,1.0
Red Line,DET,FO THO,674,IS REY,723,140,1.0
Red Line,DET,IS REY,740,GL GOH,806,140,1.0
Red Line,DET,GL GOH,848,IS REY,921,140,1.0
Red Line,LAG,IS REY,412,IS RFJ,436,50,1.0
Red Line,LAG,IS RFJ,442,FO THO,463,50,1.0
Red Line,LAG,FO THO,471,IS REY,512,50,1.0
Red Line,TUK,GL GOH,26,IS REY,98,140,1.0
Red Line,TUK,IS REY,112,DE BRV,184,140,1.0
Red Line,TUK,DE BRV,204,SE HEL,233,140,1.0
Red Line,TUK,SE HEL,242,DK AAR,248,140,1.0
Red Line,TUK,DK AAR,265,FO THO,305,140,1.0
Red Line,TUK,FO THO,310,IS REY,343,140,1.0
Red Line,TUK,IS REY,359,GL GOH,436,140,1.0
Red Line,TUK,GL GOH,456,IS REY,535,140,1.0
Red Line,WAIT,IS REY,0,IS REY,23,10000,0.0
Red Line,WAIT,GL GOH,0,GL GOH,26,10000,0.0
Red Line,WAIT,IS RFJ,0,IS RFJ,275,10000,0.0
Red Line,WAIT,FO THO,0,FO THO,145,10000,0.0
Red Line,WAIT,DE BRV,0,DE BRV,23,10000,0.0
Red Line,WAIT,SE HEL,0,SE HEL,71,10000,0.0
Red Line,WAIT,DK AAR,0,DK AAR,95,10000,0.0
Red Line,WAIT,IS REY,6,IS REY,23,10000,0.0
Red Line,WAIT,DE BRV,6,DE BRV,23,10000,0.0
Red Line,WAIT,GL GOH,7,GL GOH,26,10000,0.0
Red Line,WAIT,IS REY,23,IS REY,98,10000,0.0
Red Line,WAIT,DE BRV,23,DE BRV,184,10000,0.0
Red Line,WAIT,GL GOH,26,GL GOH,99,10000,0.0
Red Line,WAIT,SE HEL,54,SE HEL,71,10000,0.0
Red Line,WAIT,SE HEL,71,SE HEL,233,10000,0.0
Red Line,WAIT,DK AAR,77,DK AAR,95,10000,0.0
Red Line,WAIT,DK AAR,95,DK AAR,248,10000,0.0
Red Line,WAIT,IS REY,98,IS REY,99,10000,0.0
Red Line,WAIT,IS REY,99,IS REY,112,10000,0.0
Red Line,WAIT,GL GOH,99,GL GOH,117,10000,0.0
Red Line,WAIT,IS REY,112,IS REY,176,10000,0.0
Red Line,WAIT,GL GOH,117,GL GOH,257,10000,0.0
Red Line,WAIT,FO THO,139,FO THO,145,10000,0.0
Red Line,WAIT,FO THO,145,FO THO,295,10000,0.0
Red Line,WAIT,IS REY,176,IS REY,194,10000,0.0
Red Line,WAIT,DE BRV,184,DE BRV,204,10000,0.0
Red Line,WAIT,IS REY,194,IS REY,209,10000,0.0
Red Line,WAIT,DE BRV,204,DE BRV,351,10000,0.0
Red Line,WAIT,IS REY,209,IS REY,231,10000,0.0
Red Line,WAIT,IS REY,231,IS REY,242,10000,0.0
Red Line,WAIT,SE HEL,233,SE HEL,242,10000,0.0
Red Line,WAIT,IS REY,242,IS REY,343,10000,0.0
Red Line,WAIT,SE HEL,242,SE HEL,392,10000,0.0
Red Line,WAIT,DK AAR,248,DK AAR,265,10000,0.0
Red Line,WAIT,GL GOH,257,GL GOH,277,10000,0.0
Red Line,WAIT,DK AAR,265,DK AAR,413,10000,0.0
Red Line,WAIT,IS RFJ,270,IS RFJ,275,10000,0.0
Red Line,WAIT,IS RFJ,275,IS RFJ,436,10000,0.0
Red Line,WAIT,GL GOH,277,GL GOH,436,10000,0.0
Red Line,WAIT,FO THO,295,FO THO,304,10000,0.0
Red Line,WAIT,FO THO,304,FO THO,305,10000,0.0
Red Line,WAIT,FO THO,305,FO THO,310,10000,0.0
Red Line,WAIT,FO THO,310,FO THO,463,10000,0.0
Red Line,WAIT,IS REY,343,IS REY,359,10000,0.0
Red Line,WAIT,DE BRV,351,DE BRV,363,10000,0.0
Red Line,WAIT,IS REY,359,IS REY,393,10000,0.0
Red Line,WAIT,DE BRV,363,DE BRV,545,10000,0.0
Red Line,WAIT,SE HEL,392,SE HEL,407,10000,0.0
Red Line,WAIT,IS REY,393,IS REY,412,10000,0.0
Red Line,WAIT,SE HEL,407,SE HEL,593,10000,0.0
Red Line,WAIT,IS REY,412,IS REY,511,10000,0.0
Red Line,WAIT,DK AAR,413,DK AAR,431,10000,0.0
Red Line,WAIT,DK AAR,431,DK AAR,608,10000,0.0
Red Line,WAIT,IS RFJ,436,IS RFJ,442,10000,0.0
Red Line,WAIT,GL GOH,436,GL GOH,456,10000,0.0
Red Line,WAIT,GL GOH,456,GL GOH,606,10000,0.0
Red Line,WAIT,FO THO,463,FO THO,471,10000,0.0
Red Line,WAIT,FO THO,471,FO THO,481,10000,0.0
Red Line,WAIT,FO THO,481,FO THO,482,10000,0.0
Red Line,WAIT,FO THO,482,FO THO,498,10000,0.0
Red Line,WAIT,FO THO,498,FO THO,500,10000,0.0
Red Line,WAIT,FO THO,500,FO THO,671,10000,0.0
Red Line,WAIT,IS REY,511,IS REY,512,10000,0.0
Red Line,WAIT,IS REY,512,IS REY,526,10000,0.0
Red Line,WAIT,IS REY,526,IS REY,535,10000,0.0
Red Line,WAIT,IS REY,535,IS REY,566,10000,0.0
Red Line,WAIT,DE BRV,545,DE BRV,556,10000,0.0
Red Line,WAIT,IS REY,566,IS REY,594,10000,0.0
Red Line,WAIT,SE HEL,593,SE HEL,603,10000,0.0
Red Line,WAIT,IS REY,594,IS REY,700,10000,0.0
Red Line,WAIT,GL GOH,606,GL GOH,631,10000,0.0
Red Line,WAIT,DK AAR,608,DK AAR,625,10000,0.0
Red Line,WAIT,GL GOH,631,GL GOH,806,10000,0.0
Red Line,WAIT,FO THO,671,FO THO,674,10000,0.0
Red Line,WAIT,IS REY,700,IS REY,723,10000,0.0
Red Line,WAIT,IS REY,723,IS REY,736,10000,0.0
Red Line,WAIT,IS REY,736,IS REY,740,10000,0.0
Red Line,WAIT,IS REY,740,IS REY,921,10000,0.0
Red Line,WAIT,GL GOH,806,GL GOH,848,10000,0.0
Red Line,WAIT,IS REY,921,IS REY,935,10000,0.0
TRANS,AVA->BRU,IS REY,160,IS REY,242,40,1.0
TRANS,AVA->BRU,IS REY,160,IS REY,526,40,1.0
TRANS,AVA->DET,IS REY,160,IS REY,194,40,1.0
TRANS,AVA->DET,IS REY,160,IS REY,740,40,1.0
TRANS,AVA->JOR,IS REY,160,IS REY,198,40,1.0
TRANS,AVA->JOR,IS REY,160,IS REY,263,40,1.0
TRANS,AVA->JOR,IS REY,160,IS REY,534,40,1.0
TRANS,AVA->LAG,IS REY,160,IS REY,412,40,1.0
TRANS,AVA->SEL,IS REY,160,IS REY,399,40,1.0
TRANS,AVA->SKO,IS REY,160,IS REY,231,40,1.0
TRANS,AVA->TUK,IS REY,160,IS REY,359,40,1.0
TRANS,AVA->VED,IS REY,160,IS REY,366,40,1.0
TRANS,AVA->VED,IS REY,160,IS REY,428,40,1.0
TRANS,AVA->VED,IS REY,160,IS REY,716,40,1.0
TRANS,BAK->BRU,IS REY,422,IS REY,526,50,1.0
TRANS,BAK->DET,IS REY,422,IS REY,740,50,1.0
TRANS,BAK->JOR,IS REY,422,IS REY,534,50,1.0
TRANS,BAK->VED,IS REY,422,IS REY,428,50,1.0
TRANS,BAK->VED,IS REY,422,IS REY,716,50,1.0
TRANS,BRU->AVA,IS REY,209,IS REY,226,40,1.0
TRANS,BRU->BAK,IS REY,209,IS REY,445,50,1.0
TRANS,BRU->JOR,IS REY,209,IS REY,263,110,1.0
TRANS,BRU->JOR,IS REY,209,IS REY,534,110,1.0
TRANS,BRU->JOR,IS REY,511,IS REY,534,110,1.0
TRANS,BRU->LAG,FO THO,295,FO THO,362,50,1.0
TRANS,BRU->SEL,IS REY,209,IS REY,399,40,1.0
TRANS,BRU->SEL,FO THO,295,FO THO,452,40,1.0
TRANS,BRU->SEL,FO THO,295,FO THO,685,40,1.0
TRANS,BRU->SEL,DK AAR,413,DK AAR,616,40,1.0
TRANS,BRU->SKO,IS REY,209,IS REY,231,50,1.0
TRANS,BRU->SKO,FO THO,295,FO THO,316,50,1.0
TRANS,BRU->SKO,FO THO,295,FO THO,531,50,1.0
TRANS,BRU->SKO,DK AAR,413,DK AAR,469,50,1.0
TRANS,BRU->VED,IS REY,209,IS REY,366,100,1.0
TRANS,BRU->VED,IS REY,209,IS REY,428,100,1.0
TRANS,BRU->VED,IS REY,209,IS REY,716,100,1.0
TRANS,BRU->VED,IS REY,511,IS REY,716,100,1.0
TRANS,BRU->VED,IS REY,700,IS REY,716,100,1.0
TRANS,DET->AVA,IS REY,176,IS REY,226,40,1.0
TRANS,DET->BAK,IS REY,176,IS REY,445,50,1.0
TRANS,DET->JOR,IS REY,176,IS REY,198,110,1.0
TRANS,DET->JOR,IS REY,176,IS REY,263,110,1.0
TRANS,DET->JOR,IS REY,176,IS REY,534,110,1.0
TRANS,DET->LAG,DK AAR,77,DK AAR,305,50,1.0
TRANS,DET->LAG,FO THO,139,FO THO,143,50,1.0
TRANS,DET->LAG,FO THO,139,FO THO,362,50,1.0
TRANS,DET->SEL,DK AAR,77,DK AAR,616,40,1.0
TRANS,DET->SEL,FO THO,139,FO THO,452,40,1.0
TRANS,DET->SEL,FO THO,139,FO THO,685,40,1.0
TRANS,DET->SEL,IS REY,176,IS REY,399,40,1.0
TRANS,DET->SEL,FO THO,482,FO THO,685,40,1.0
TRANS,DET->SEL,DK AAR,608,DK AAR,616,40,1.0
TRANS,DET->SEL,FO THO,671,FO THO,685,40,1.0
TRANS,DET->SKO,DK AAR,77,DK AAR,111,50,1.0
TRANS,DET->SKO,DK AAR,77,DK AAR,469,50,1.0
TRANS,DET->SKO,FO THO,139,FO THO,167,50,1.0
TRANS,DET->SKO,FO THO,139,FO THO,316,50,1.0
TRANS,DET->SKO,FO THO,139,FO THO,531,50,1.0
TRANS,DET->SKO,IS REY,176,IS REY,231,50,1.0
TRANS,DET->SKO,FO THO,482,FO THO,531,50,1.0
TRANS,DET->VED,IS REY,176,IS REY,366,100,1.0
TRANS,DET->VED,IS REY,176,IS REY,428,100,1.0
TRANS,DET->VED,IS REY,176,IS REY,716,100,1.0
TRANS,JOR->AVA,IS REY,156,IS REY,226,40,1.0
TRANS,JOR->BAK,IS REY,156,IS REY,445,50,1.0
TRANS,JOR->BAK,IS REY,236,IS REY,445,50,1.0
TRANS,JOR->BRU,IS REY,156,IS REY,242,110,1.0
TRANS,JOR->BRU,IS REY,156,IS REY,526,110,1.0
TRANS,JOR->BRU,IS REY,236,IS REY,242,110,1.0
TRANS,JOR->BRU,IS REY,236,IS REY,526,110,1.0
TRANS,JOR->BRU,IS REY,493,IS REY,526,110,1.0
TRANS,JOR->DET,IS REY,156,IS REY,194,110,1.0
TRANS,JOR->DET,IS REY,156,IS REY,740,110,1.0
TRANS,JOR->DET,IS REY,236,IS REY,740,110,1.0
TRANS,JOR->DET,IS REY,493,IS REY,740,110,1.0
TRANS,JOR->DET,IS REY,572,IS REY,740,110,1.0
TRANS,JOR->LAG,IS REY,156,IS REY,412,50,1.0
TRANS,JOR->LAG,IS REY,236,IS REY,412,50,1.0
TRANS,JOR->SEL,IS REY,156,IS REY,399,40,1.0
TRANS,JOR->SEL,IS REY,236,IS REY,399,40,1.0
TRANS,JOR->SKO,IS REY,156,IS REY,231,50,1.0
TRANS,JOR->TUK,IS REY,156,IS REY,359,110,1.0
TRANS,JOR->TUK,IS REY,236,IS REY,359,110,1.0
TRANS,LAG->BAK,IS REY,393,IS REY,445,50,1.0
TRANS,LAG->BRU,FO THO,139,FO THO,304,50,1.0
TRANS,LAG->BRU,DK AAR,299,DK AAR,431,50,1.0
TRANS,LAG->BRU,IS REY,393,IS REY,526,50,1.0
TRANS,LAG->DET,FO THO,139,FO THO,145,50,1.0
TRANS,LAG->DET,FO THO,139,FO THO,500,50,1.0
TRANS,LAG->DET,FO THO,139,FO THO,674,50,1.0
TRANS,LAG->DET,DK AAR,299,DK AAR,625,50,1.0
TRANS,LAG->DET,FO THO,356,FO THO,500,50,1.0
TRANS,LAG->DET,FO THO,356,FO THO,674,50,1.0
TRANS,LAG->DET,IS REY,393,IS REY,740,50,1.0
TRANS,LAG->JOR,IS REY,393,IS REY,534,50,1.0
TRANS,LAG->JOR,IS REY,512,IS REY,534,50,1.0
TRANS,LAG->LAG,FO THO,139,FO THO,471,50,1.0
TRANS,LAG->LAG,FO THO,356,FO THO,471,50,1.0
TRANS,LAG->LAG,IS REY,393,IS REY,412,50,1.0
TRANS,LAG->SEL,FO THO,463,FO THO,685,40,1.0
TRANS,LAG->SKO,FO THO,463,FO THO,531,50,1.0
TRANS,LAG->TUK,FO THO,139,FO THO,310,50,1.0
TRANS,LAG->VED,IS REY,393,IS REY,428,50,1.0
TRANS,LAG->VED,IS REY,393,IS REY,716,50,1.0
TRANS,LAG->VED,IS REY,512,IS REY,716,50,1.0
TRANS,SEL->DET,FO THO,443,FO THO,500,40,1.0
TRANS,SEL->DET,FO THO,443,FO THO,674,40,1.0
TRANS,SEL->DET,DK AAR,587,DK AAR,625,40,1.0
TRANS,SEL->DET,FO THO,668,FO THO,674,40,1.0
TRANS,SEL->LAG,FO THO,443,FO THO,471,40,1.0
TRANS,SKO->AVA,IS REY,202,IS REY,226,40,1.0
TRANS,SKO->BAK,IS REY,202,IS REY,445,50,1.0
TRANS,SKO->BRU,DK AAR,102,DK AAR,431,50,1.0
TRANS,SKO->BRU,FO THO,162,FO THO,304,50,1.0
TRANS,SKO->BRU,IS REY,202,IS REY,242,50,1.0
TRANS,SKO->BRU,IS REY,202,IS REY,526,50,1.0
TRANS,SKO->DET,DK AAR,102,DK AAR,625,50,1.0
TRANS,SKO->DET,FO THO,162,FO THO,500,50,1.0
TRANS,SKO->DET,FO THO,162,FO THO,674,50,1.0
TRANS,SKO->DET,IS REY,202,IS REY,740,50,1.0
TRANS,SKO->DET,FO THO,307,FO THO,500,50,1.0
TRANS,SKO->DET,FO THO,307,FO THO,674,50,1.0
TRANS,SKO->DET,DK AAR,458,DK AAR,625,50,1.0
TRANS,SKO->DET,FO THO,526,FO THO,674,50,1.0
TRANS,SKO->DET,IS REY,568,IS REY,740,50,1.0
TRANS,SKO->JOR,IS REY,202,IS REY,263,50,1.0
TRANS,SKO->JOR,IS REY,202,IS REY,534,50,1.0
TRANS,SKO->LAG,FO THO,162,FO THO,471,50,1.0
TRANS,SKO->LAG,IS REY,202,IS REY,412,50,1.0
TRANS,SKO->LAG,FO THO,307,FO THO,471,50,1.0
TRANS,SKO->TUK,DK AAR,102,DK AAR,265,50,1.0
TRANS,SKO->TUK,FO THO,162,FO THO,310,50,1.0
TRANS,SKO->TUK,IS REY,202,IS REY,359,50,1.0
TRANS,SKO->TUK,FO THO,307,FO THO,310,50,1.0
TRANS,SKO->VED,IS REY,202,IS REY,366,50,1.0
TRANS,SKO->VED,IS REY,202,IS REY,428,50,1.0
TRANS,SKO->VED,IS REY,202,IS REY,716,50,1.0
TRANS,SKO->VED,IS REY,568,IS REY,716,50,1.0
TRANS,TUK->AVA,IS REY,98,IS REY,226,40,1.0
TRANS,TUK->BAK,IS REY,98,IS REY,445,50,1.0
TRANS,TUK->BAK,IS REY,343,IS REY,445,50,1.0
TRANS,TUK->JOR,IS REY,98,IS REY,198,110,1.0
TRANS,TUK->JOR,IS REY,98,IS REY,263,110,1.0
TRANS,TUK->JOR,IS REY,98,IS REY,534,110,1.0
TRANS,TUK->JOR,IS REY,343,IS REY,534,110,1.0
TRANS,TUK->LAG,DK AAR,248,DK AAR,305,50,1.0
TRANS,TUK->LAG,FO THO,305,FO THO,362,50,1.0
TRANS,TUK->SEL,IS REY,98,IS REY,399,40,1.0
TRANS,TUK->SEL,DK AAR,248,DK AAR,616,40,1.0
TRANS,TUK->SEL,FO THO,305,FO THO,452,40,1.0
TRANS,TUK->SEL,FO THO,305,FO THO,685,40,1.0
TRANS,TUK->SEL,IS REY,343,IS REY,399,40,1.0
TRANS,TUK->SKO,IS REY,98,IS REY,231,50,1.0
TRANS,TUK->SKO,DK AAR,248,DK AAR,469,50,1.0
TRANS,TUK->SKO,FO THO,305,FO THO,316,50,1.0
TRANS,TUK->SKO,FO THO,305,FO THO,531,50,1.0
TRANS,TUK->VED,IS REY,98,IS REY,366,100,1.0
TRANS,TUK->VED,IS REY,98,IS REY,428,100,1.0
TRANS,TUK->VED,IS REY,98,IS REY,716,100,1.0
TRANS,TUK->VED,IS REY,343,IS REY,366,100,1.0
TRANS,TUK->VED,IS REY,343,IS REY,428,100,1.0
TRANS,TUK->VED,IS REY,343,IS REY,716,100,1.0
TRANS,TUK->VED,IS REY,535,IS REY,716,100,1.0
TRANS,VED->AVA,IS REY,80,IS REY,226,40,1.0
TRANS,VED->BAK,IS REY,80,IS REY,445,50,1.0
TRANS,VED->BAK,IS REY,324,IS REY,445,50,1.0
TRANS,VED->BAK,IS REY,404,IS REY,445,50,1.0
TRANS,VED->BRU,IS REY,80,IS REY,242,100,1.0
TRANS,VED->BRU,IS REY,80,IS REY,526,100,1.0
TRANS,VED->BRU,IS REY,324,IS REY,526,100,1.0
TRANS,VED->BRU,IS REY,404,IS REY,526,100,1.0
TRANS,VED->DET,IS REY,80,IS REY,194,100,1.0
TRANS,VED->DET,IS REY,80,IS REY,740,100,1.0
TRANS,VED->DET,IS REY,324,IS REY,740,100,1.0
TRANS,VED->DET,IS REY,404,IS REY,740,100,1.0
TRANS,VED->DET,IS REY,703,IS REY,740,100,1.0
TRANS,VED->LAG,IS REY,80,IS REY,89,50,1.0
TRANS,VED->LAG,IS REY,80,IS REY,412,50,1.0
TRANS,VED->LAG,IS REY,324,IS REY,412,50,1.0
TRANS,VED->LAG,IS REY,404,IS REY,412,50,1.0
TRANS,VED->SEL,IS REY,80,IS REY,399,40,1.0
TRANS,VED->SEL,IS REY,324,IS REY,399,40,1.0
TRANS,VED->SKO,IS REY,80,IS REY,231,50,1.0
TRANS,VED->TUK,IS REY,80,IS REY,112,100,1.0
TRANS,VED->TUK,IS REY,80,IS REY,359,100,1.0
TRANS,VED->TUK,IS REY,324,IS REY,359,100,1.0
TRANS,VIV->DET,IS REY,581,IS REY,740,60,1.0
TRANS,VIV->VED,IS REY,581,IS REY,716,60,1.0
Yellow Line,LAG,IS REY,89,FO THO,139,50,1.0
Yellow Line,LAG,FO THO,143,GB IMM,226,50,1.0
Yellow Line,LAG,GB IMM,236,NO FRK,275,50,1.0
Yellow Line,LAG,NO FRK,282,DK AAR,299,50,1.0
Yellow Line,LAG,DK AAR,305,FO THO,356,50,1.0
Yellow Line,LAG,FO THO,362,IS REY,393,0,1.0
Yellow Line,SEL,IS REY,399,IS VES,409,40,1.0
Yellow Line,SEL,IS VES,412,FO THO,443,40,1.0
Yellow Line,SEL,FO THO,452,GB IMM,498,40,1.0
Yellow Line,SEL,GB IMM,512,NO FRK,559,40,1.0
Yellow Line,SEL,NO FRK,569,DK AAR,587,40,1.0
Yellow Line,SEL,DK AAR,616,FO THO,668,40,1.0
Yellow Line,SEL,FO THO,685,IS REY,740,40,1.0
Yellow Line,SKO,GB IMM,7,PL SWI,63,30,1.0
Yellow Line,SKO,PL SWI,86,DK AAR,102,30,1.0
Yellow Line,SKO,DK AAR,111,FO THO,162,30,1.0
Yellow Line,SKO,FO THO,167,IS REY,202,30,1.0
