Line,Vessel,DepPort,DepHour,ArrPort,ArrHour,Capacity,Cost
Green Line,BAK,CA HAL,502,CA NWP,566,50,1.0
Green Line,BAK,CA NWP,587,IS REY,702,50,1.0
Green Line,VIV,US PWM,137,CA HAL,161,60,1.0
Green Line,VIV,CA HAL,176,CA NWP,208,60,1.0
Green Line,VIV,CA NWP,227,IS REY,353,60,1.0
Green Line,VIV,IS REY,381,US PWM,538,54,1.0
Green Line,VIV,US PWM,588,CA HAL,632,60,1.0
Green Line,VIV,CA HAL,645,CA NWP,679,60,1.0
Green Line,VIV,CA NWP,690,IS REY,817,60,1.0
Green Line,WAIT,IS REY,0,IS REY,253,10000,0.0
Green Line,WAIT,US PWM,0,US PWM,137,10000,0.0
Green Line,WAIT,CA HAL,0,CA HAL,176,10000,0.0
Green Line,WAIT,CA NWP,0,CA NWP,227,10000,0.0
Green Line,WAIT,US PWM,109,US PWM,137,10000,0.0
Green Line,WAIT,US PWM,137,US PWM,415,10000,0.0
Green Line,WAIT,CA HAL,161,CA HAL,176,10000,0.0
Green Line,WAIT,CA HAL,176,CA HAL,493,10000,0.0
Green Line,WAIT,CA NWP,208,CA NWP,227,10000,0.0
Green Line,WAIT,CA NWP,227,CA NWP,566,10000,0.0
Green Line,WAIT,IS REY,230,IS REY,253,10000,0.0
Green Line,WAIT,IS REY,253,IS REY,353,10000,0.0
Green Line,WAIT,IS REY,353,IS REY,381,10000,0.0
Green Line,WAIT,IS REY,381,IS REY,702,10000,0.0
Green Line,WAIT,US PWM,415,US PWM,468,10000,0.0
Green Line,WAIT,US PWM,468,US PWM,538,10000,0.0
Green Line,WAIT,CA HAL,493,CA HAL,502,10000,0.0
Green Line,WAIT,CA HAL,502,CA HAL,632,10000,0.0
Green Line,WAIT,US PWM,538,US PWM,588,10000,0.0
Green Line,WAIT,CA NWP,566,CA NWP,587,10000,0.0
Green Line,WAIT,CA NWP,587,CA NWP,679,10000,0.0
Green Line,WAIT,CA HAL,632,CA HAL,645,10000,0.0
Green Line,WAIT,CA NWP,679,CA NWP,690,10000,0.0
Green Line,WAIT,IS REY,702,IS REY,718,10000,0.0
Green Line,WAIT,IS REY,718,IS REY,817,10000,0.0
Green Line,WAIT,IS REY,817,IS REY,918,10000,0.0
Red Line,BRU,IS REY,91,IS RFJ,112,130,1.0
Red Line,BRU,IS RFJ,116,FO THO,133,130,1.0
Red Line,BRU,FO THO,137,DE BRV,182,130,1.0
Red Line,BRU,DE BRV,201,SE HEL,234,130,1.0
Red Line,BRU,SE HEL,243,DK AAR,249,130,1.0
Red Line,BRU,DK AAR,264,IS REY,342,130,1.0
Red Line,BRU,IS REY,355,GL GOH,422,130,1.0
Red Line,BRU,GL GOH,440,IS REY,529,130,1.0
Red Line,DET,IS REY,231,IS RFJ,253,140,1.0
Red Line,DET,IS RFJ,259,FO THO,276,140,1.0
Red Line,DET,FO THO,285,DE BRV,334,140,1.0
Red Line,DET,DE BRV,353,SE HEL,391,140,1.0
Red Line,DET,SE HEL,406,DK AAR,413,140,1.0
Red Line,DET,DK AAR,429,IS REY,508,140,1.0
Red Line,DET,IS REY,528,GL GOH,599,140,1.0
Red Line,DET,GL GOH,617,IS REY,704,140,1.0
Red Line,WAIT,IS REY,0,IS REY,91,10000,0.0
Red Line,WAIT,IS RFJ,0,IS RFJ,116,10000,0.0
Red Line,WAIT,FO THO,0,FO THO,137,10000,0.0
Red Line,WAIT,DE BRV,0,DE BRV,201,10000,0.0
Red Line,WAIT,SE HEL,0,SE HEL,243,10000,0.0
Red Line,WAIT,DK AAR,0,DK AAR,264,10000,0.0
Red Line,WAIT,GL GOH,0,GL GOH,440,10000,0.0
Red Line,WAIT,IS REY,59,IS REY,91,10000,0.0
Red Line,WAIT,IS REY,91,IS REY,198,10000,0.0
Red Line,WAIT,IS RFJ,112,IS RFJ,116,10000,0.0
Red Line,WAIT,IS RFJ,116,IS RFJ,253,10000,0.0
Red Line,WAIT,FO THO,133,FO THO,137,10000,0.0
Red Line,WAIT,FO THO,137,FO THO,276,10000,0.0
Red Line,WAIT,DE BRV,182,DE BRV,201,10000,0.0
Red Line,WAIT,IS REY,198,IS REY,231,10000,0.0
Red Line,WAIT,DE BRV,201,DE BRV,334,10000,0.0
Red Line,WAIT,IS REY,231,IS REY,342,10000,0.0
Red Line,WAIT,SE HEL,234,SE HEL,243,10000,0.0
Red Line,WAIT,SE HEL,243,SE HEL,391,10000,0.0
Red Line,WAIT,DK AAR,249,DK AAR,264,10000,0.0
Red Line,WAIT,IS RFJ,253,IS RFJ,259,10000,0.0
Red Line,WAIT,DK AAR,264,DK AAR,413,10000,0.0
Red Line,WAIT,FO THO,276,FO THO,285,10000,0.0
Red Line,WAIT,DE BRV,334,DE BRV,353,10000,0.0
Red Line,WAIT,IS REY,342,IS REY,355,10000,0.0
Red Line,WAIT,IS REY,355,IS REY,508,10000,0.0
Red Line,WAIT,SE HEL,391,SE HEL,406,10000,0.0
Red Line,WAIT,DK AAR,413,DK AAR,429,10000,0.0
Red Line,WAIT,GL GOH,422,GL GOH,440,10000,0.0
Red Line,WAIT,GL GOH,440,GL GOH,599,10000,0.0
Red Line,WAIT,IS REY,508,IS REY,528,10000,0.0
Red Line,WAIT,IS REY,528,IS REY,529,10000,0.0
Red Line,WAIT,IS REY,529,IS REY,570,10000,0.0
Red Line,WAIT,IS REY,570,IS REY,704,10000,0.0
Red Line,WAIT,GL GOH,599,GL GOH,617,10000,0.0
Red Line,WAIT,IS REY,704,IS REY,740,10000,0.0
TRANS,BRU->JOR,IS REY,342,IS REY,366,110,1.0
TRANS,BRU->JOR,IS REY,342,IS REY,430,110,1.0
TRANS,BRU->JOR,IS REY,342,IS REY,702,110,1.0
TRANS,BRU->JOR,IS REY,529,IS REY,702,110,1.0
TRANS,BRU->LAG,FO THO,133,FO THO,166,50,1.0
TRANS,BRU->LAG,FO THO,133,FO THO,286,50,1.0
TRANS,BRU->LAG,FO THO,133,FO THO,507,50,1.0
TRANS,BRU->LAG,DK AAR,249,DK AAR,446,50,1.0
TRANS,BRU->SKO,FO THO,133,FO THO,334,50,1.0
TRANS,BRU->SKO,FO THO,133,FO THO,452,50,1.0
TRANS,BRU->SKO,FO THO,133,FO THO,679,50,1.0
TRANS,BRU->SKO,DK AAR,249,DK AAR,280,50,1.0
TRANS,BRU->SKO,DK AAR,249,DK AAR,614,50,1.0
TRANS,BRU->SKO,IS REY,342,IS REY,402,50,1.0
TRANS,BRU->VED,IS REY,342,IS REY,534,100,1.0
TRANS,BRU->VED,IS REY,529,IS REY,534,100,1.0
TRANS,BRU->VIV,IS REY,342,IS REY,381,60,1.0
TRANS,DET->JOR,IS REY,508,IS REY,702,110,1.0
TRANS,DET->LAG,FO THO,276,FO THO,286,50,1.0
TRANS,DET->LAG,FO THO,276,FO THO,507,50,1.0
TRANS,DET->LAG,DK AAR,413,DK AAR,446,50,1.0
TRANS,DET->SKO,FO THO,276,FO THO,334,50,1.0
TRANS,DET->SKO,FO THO,276,FO THO,452,50,1.0
TRANS,DET->SKO,FO THO,276,FO THO,679,50,1.0
TRANS,DET->SKO,DK AAR,413,DK AAR,614,50,1.0
TRANS,DET->VED,IS REY,508,IS REY,534,100,1.0
TRANS,JOR->BRU,IS REY,325,IS REY,355,110,1.0
TRANS,JOR->DET,IS REY,325,IS REY,528,110,1.0
TRANS,JOR->DET,IS REY,404,IS REY,528,110,1.0
TRANS,JOR->SKO,IS REY,325,IS REY,402,50,1.0
TRANS,JOR->VIV,IS REY,325,IS REY,381,60,1.0
TRANS,LAG->BAK,IS REY,203,IS REY,253,50,1.0
TRANS,LAG->BRU,DK AAR,93,DK AAR,264,50,1.0
TRANS,LAG->BRU,IS REY,203,IS REY,355,50,1.0
TRANS,LAG->DET,DK AAR,93,DK AAR,429,50,1.0
TRANS,LAG->DET,FO THO,159,FO THO,285,50,1.0
TRANS,LAG->DET,IS REY,203,IS REY,231,50,1.0
TRANS,LAG->DET,IS REY,203,IS REY,528,50,1.0
TRANS,LAG->DET,FO THO,277,FO THO,285,50,1.0
TRANS,LAG->DET,DK AAR,421,DK AAR,429,50,1.0
TRANS,LAG->JOR,IS REY,203,IS REY,366,50,1.0
TRANS,LAG->JOR,IS REY,203,IS REY,430,50,1.0
TRANS,LAG->JOR,IS REY,203,IS REY,702,50,1.0
TRANS,LAG->JOR,IS REY,540,IS REY,702,50,1.0
TRANS,LAG->VED,IS REY,203,IS REY,264,50,1.0
TRANS,LAG->VED,IS REY,203,IS REY,534,50,1.0
TRANS,LAG->VIV,IS REY,203,IS REY,381,50,1.0
TRANS,SKO->BAK,IS REY,30,IS REY,253,50,1.0
TRANS,SKO->BRU,IS REY,30,IS REY,91,50,1.0
TRANS,SKO->BRU,IS REY,30,IS REY,355,50,1.0
TRANS,SKO->BRU,FO THO,128,FO THO,137,50,1.0
TRANS,SKO->BRU,DK AAR,238,DK AAR,264,50,1.0
TRANS,SKO->DET,IS REY,30,IS REY,231,50,1.0
TRANS,SKO->DET,IS REY,30,IS REY,528,50,1.0
TRANS,SKO->DET,FO THO,128,FO THO,285,50,1.0
TRANS,SKO->DET,DK AAR,238,DK AAR,429,50,1.0
TRANS,SKO->DET,IS REY,370,IS REY,528,50,1.0
TRANS,SKO->JOR,IS REY,30,IS REY,97,50,1.0
TRANS,SKO->JOR,IS REY,30,IS REY,366,50,1.0
TRANS,SKO->JOR,IS REY,30,IS REY,430,50,1.0
TRANS,SKO->JOR,IS REY,30,IS REY,702,50,1.0
TRANS,SKO->JOR,IS REY,370,IS REY,430,50,1.0
TRANS,SKO->JOR,IS REY,370,IS REY,702,50,1.0
TRANS,SKO->VED,IS REY,30,IS REY,264,50,1.0
TRANS,SKO->VED,IS REY,30,IS REY,534,50,1.0
TRANS,SKO->VED,IS REY,370,IS REY,534,50,1.0
TRANS,SKO->VIV,IS REY,30,IS REY,381,50,1.0
TRANS,SKO->VIV,IS REY,370,IS REY,381,50,1.0
TRANS,VED->DET,IS REY,492,IS REY,528,100,1.0
TRANS,VIV->BRU,IS REY,353,IS REY,355,60,1.0
TRANS,VIV->DET,IS REY,353,IS REY,528,60,1.0
TRANS,VIV->JOR,IS REY,353,IS REY,366,60,1.0
TRANS,VIV->JOR,IS REY,353,IS REY,430,60,1.0
TRANS,VIV->JOR,IS REY,353,IS REY,702,60,1.0
TRANS,VIV->SKO,IS REY,353,IS REY,402,50,1.0
TRANS,VIV->VED,IS REY,353,IS REY,534,60,1.0
Yellow Line,LAG,NL RTM,38,SE HEL,78,50,1.0
Yellow Line,LAG,SE HEL,89,DK AAR,93,50,1.0
Yellow Line,LAG,DK AAR,110,FO THO,159,50,1.0
Yellow Line,LAG,FO THO,166,IS REY,203,50,1.0
Yellow Line,LAG,IS REY,236,IS VES,245,50,1.0
Yellow Line,LAG,IS VES,250,FO THO,277,50,1.0
Yellow Line,LAG,FO THO,286,GB IMM,329,50,1.0
Yellow Line,LAG,GB IMM,337,NO FRK,392,50,1.0
Yellow Line,LAG,NO FRK,403,DK AAR,421,50,1.0
Yellow Line,LAG,DK AAR,446,FO THO,496,50,1.0
Yellow Line,LAG,FO THO,507,IS REY,540,50,1.0
Yellow Line,SKO,IS GRT,19,IS REY,30,50,1.0
Yellow Line,SKO,IS REY,85,IS VES,93,50,1.0
Yellow Line,SKO,IS VES,96,FO THO,128,50,1.0
Yellow Line,SKO,FO THO,132,GB IMM,180,50,1.0
Yellow Line,SKO,GB IMM,193,DK AAR,238,50,1.0
Yellow Line,SKO,DK AAR,280,FO THO,327,50,1.0
Yellow Line,SKO,FO THO,334,IS REY,370,50,1.0
Yellow Line,SKO,IS REY,402,IS VES,412,50,1.0
Yellow Line,SKO,IS VES,415,FO THO,445,50,1.0
Yellow Line,SKO,FO THO,452,GB IMM,497,50,1.0
Yellow Line,SKO,GB IMM,504,DE BRV,534,50,1.0
Yellow Line,SKO,DE BRV,542,SE HEL,572,50,1.0
Yellow Line,SKO,SE HEL,580,DK AAR,586,50,1.0
Yellow Line,SKO,DK AAR,614,FO THO,672,50,1.0
Yellow Line,SKO,FO THO,679,IS REY,709,50,1.0
Yellow Line,WAIT,FO THO,0,FO THO,7,10000,0.0
Yellow Line,WAIT,NL RTM,0,NL RTM,38,10000,0.0
Yellow Line,WAIT,SE HEL,0,SE HEL,89,10000,0.0
Yellow Line,WAIT,DK AAR,0,DK AAR,110,10000,0.0
Yellow Line,WAIT,FO THO,0,FO THO,132,10000,0.0
Yellow Line,WAIT,IS REY,0,IS REY,85,10000,0.0
Yellow Line,WAIT,IS VES,0,IS VES,96,10000,0.0
Yellow Line,WAIT,GB IMM,0,GB IMM,193,10000,0.0
Yellow Line,WAIT,NO FRK,0,NO FRK,403,10000,0.0
Yellow Line,WAIT,IS GRT,0,IS GRT,19,10000,0.0
Yellow Line,WAIT,DE BRV,0,DE BRV,542,10000,0.0
Yellow Line,WAIT,FO THO,7,FO THO,128,10000,0.0
Yellow Line,WAIT,IS GRT,14,IS GRT,19,10000,0.0
Yellow Line,WAIT,IS REY,30,IS REY,85,10000,0.0
Yellow Line,WAIT,NL RTM,33,NL RTM,38,10000,0.0
Yellow Line,WAIT,SE HEL,78,SE HEL,89,10000,0.0
Yellow Line,WAIT,IS REY,85,IS REY,203,10000,0.0
Yellow Line,WAIT,SE HEL,89,SE HEL,572,10000,0.0
Yellow Line,WAIT,DK AAR,93,DK AAR,110,10000,0.0
Yellow Line,WAIT,IS VES,93,IS VES,96,10000,0.0
Yellow Line,WAIT,IS VES,96,IS VES,245,10000,0.0
Yellow Line,WAIT,DK AAR,110,DK AAR,238,10000,0.0
Yellow Line,WAIT,FO THO,128,FO THO,132,10000,0.0
Yellow Line,WAIT,FO THO,132,FO THO,159,10000,0.0
Yellow Line,WAIT,FO THO,159,FO THO,166,10000,0.0
Yellow Line,WAIT,FO THO,166,FO THO,277,10000,0.0
Yellow Line,WAIT,GB IMM,180,GB IMM,193,10000,0.0
Yellow Line,WAIT,GB IMM,193,GB IMM,329,10000,0.0
Yellow Line,WAIT,IS REY,203,IS REY,236,10000,0.0
Yellow Line,WAIT,IS REY,236,IS REY,370,10000,0.0
Yellow Line,WAIT,DK AAR,238,DK AAR,280,10000,0.0
Yellow Line,WAIT,IS VES,245,IS VES,250,10000,0.0
Yellow Line,WAIT,IS VES,250,IS VES,412,10000,0.0
Yellow Line,WAIT,FO THO,277,FO THO,286,10000,0.0
Yellow Line,WAIT,DK AAR,280,DK AAR,421,10000,0.0
Yellow Line,WAIT,FO THO,286,FO THO,327,10000,0.0
Yellow Line,WAIT,FO THO,327,FO THO,334,10000,0.0
Yellow Line,WAIT,GB IMM,329,GB IMM,337,10000,0.0
Yellow Line,WAIT,FO THO,334,FO THO,445,10000,0.0
Yellow Line,WAIT,GB IMM,337,GB IMM,497,10000,0.0
Yellow Line,WAIT,IS REY,370,IS REY,402,10000,0.0
Yellow Line,WAIT,NO FRK,392,NO FRK,403,10000,0.0
Yellow Line,WAIT,IS REY,402,IS REY,540,10000,0.0
Yellow Line,WAIT,IS VES,412,IS VES,415,10000,0.0
Yellow Line,WAIT,DK AAR,421,DK AAR,446,10000,0.0
Yellow Line,WAIT,FO THO,445,FO THO,452,10000,0.0
Yellow Line,WAIT,DK AAR,446,DK AAR,586,10000,0.0
Yellow Line,WAIT,FO THO,452,FO THO,496,10000,0.0
Yellow Line,WAIT,FO THO,496,FO THO,507,10000,0.0
Yellow Line,WAIT,GB IMM,497,GB IMM,504,10000,0.0
Yellow Line,WAIT,FO THO,507,FO THO,672,10000,0.0
Yellow Line,WAIT,DE BRV,534,DE BRV,542,10000,0.0
Yellow Line,WAIT,IS REY,540,IS REY,574,10000,0.0
Yellow Line,WAIT,SE HEL,572,SE HEL,580,10000,0.0
Yellow Line,WAIT,IS REY,574,IS REY,709,10000,0.0
Yellow Line,WAIT,DK AAR,586,DK AAR,614,10000,0.0
Yellow Line,WAIT,FO THO,672,FO THO,679,10000,0.0
Yellow Line,WAIT,IS REY,709,IS REY,748,10000,0.0
